full_path,relative_path,style,filename,caption,emotion
data\raw\wikiart\Symbolism\konstantin-somov_letter-mysterious-messenger.jpg,Symbolism\konstantin-somov_letter-mysterious-messenger.jpg,Symbolism,konstantin-somov_letter-mysterious-messenger.jpg,there are two statues standing at the front entrance,excitement
data\raw\wikiart\Romanticism\gustave-dore_the-testing-of-abraham-s-faith.jpg,Romanticism\gustave-dore_the-testing-of-abraham-s-faith.jpg,Romanticism,gustave-dore_the-testing-of-abraham-s-faith.jpg,I am greatly impressed with the detail from the logs and Abraham's robes.,awe
data\raw\wikiart\New_Realism\john-french-sloan_our-red-cottage-gloucester-1916.jpg,New_Realism\john-french-sloan_our-red-cottage-gloucester-1916.jpg,New_Realism,john-french-sloan_our-red-cottage-gloucester-1916.jpg,Lovely impressionism of what I hope is a very happy home. Nice warm colors.,contentment
data\raw\wikiart\Realism\gustav-klimt_portrait-of-a-girl-head-slightly-turned-left.jpg,Realism\gustav-klimt_portrait-of-a-girl-head-slightly-turned-left.jpg,Realism,gustav-klimt_portrait-of-a-girl-head-slightly-turned-left.jpg,This girl looks like something heavy is on her mind and it makes her sad.,awe
data\raw\wikiart\Baroque\rembrandt_the-molentje.jpg,Baroque\rembrandt_the-molentje.jpg,Baroque,rembrandt_the-molentje.jpg,No signs of active life.   Brown and beige coloring make the scene gloomy.,sadness
data\raw\wikiart\Impressionism\pierre-auguste-renoir_georges-riviere-and-margot-1876.jpg,Impressionism\pierre-auguste-renoir_georges-riviere-and-margot-1876.jpg,Impressionism,pierre-auguste-renoir_georges-riviere-and-margot-1876.jpg,This is sweet. Looks like dad or uncle is helping the boy with maybe some schoolwork or a letter or a reading assignment. The clothes and surroundings are very nice.,awe
data\raw\wikiart\Impressionism\antoine-blanchard_la-gare-dorleans-et-le-quai-dorsay.jpg,Impressionism\antoine-blanchard_la-gare-dorleans-et-le-quai-dorsay.jpg,Impressionism,antoine-blanchard_la-gare-dorleans-et-le-quai-dorsay.jpg,The city is alive with formality and manners as people maneuver through a grand setting.,contentment
data\raw\wikiart\Northern_Renaissance\hans-memling_deposition-left-wing-of-a-diptych-1490.jpg,Northern_Renaissance\hans-memling_deposition-left-wing-of-a-diptych-1490.jpg,Northern_Renaissance,hans-memling_deposition-left-wing-of-a-diptych-1490.jpg,The men are trying to carry away the man who appears to be injured or dead.,sadness
data\raw\wikiart\Realism\octav-bancila_c-p-uni-1906.jpg,Realism\octav-bancila_c-p-uni-1906.jpg,Realism,octav-bancila_c-p-uni-1906.jpg,the stones look like a wedding cake with two levels,amusement
data\raw\wikiart\Romanticism\richard-parkes-bonington_at-the-english-coast-1825.jpg,Romanticism\richard-parkes-bonington_at-the-english-coast-1825.jpg,Romanticism,richard-parkes-bonington_at-the-english-coast-1825.jpg,The blurry details make the sails of the boat look like urine.,disgust
data\raw\wikiart\Rococo\giovanni-domenico-tiepolo_flagellation.jpg,Rococo\giovanni-domenico-tiepolo_flagellation.jpg,Rococo,giovanni-domenico-tiepolo_flagellation.jpg,The man looks sad as he is flogged with sticks.,sadness
data\raw\wikiart\Fauvism\ion-pacea_nature-morte-aux-pommes.jpg,Fauvism\ion-pacea_nature-morte-aux-pommes.jpg,Fauvism,ion-pacea_nature-morte-aux-pommes.jpg,"The use of color, especially the red, lend excitement to these ordinary objects.",excitement
data\raw\wikiart\Romanticism\ivan-aivazovsky_view-of-the-bosporus-1878.jpg,Romanticism\ivan-aivazovsky_view-of-the-bosporus-1878.jpg,Romanticism,ivan-aivazovsky_view-of-the-bosporus-1878.jpg,"A city on the lake shore.Beautiful and modern ,a tourist place ,a work of art.",excitement
data\raw\wikiart\Art_Nouveau_Modern\henri-de-toulouse-lautrec_ambroise-thomas-assistant-at-a-rehearsal-of-francoise-de-rimini-1896.jpg,Art_Nouveau_Modern\henri-de-toulouse-lautrec_ambroise-thomas-assistant-at-a-rehearsal-of-francoise-de-rimini-1896.jpg,Art_Nouveau_Modern,henri-de-toulouse-lautrec_ambroise-thomas-assistant-at-a-rehearsal-of-francoise-de-rimini-1896.jpg,it looks like drawing rom court its boring,something else
data\raw\wikiart\Romanticism\ivan-aivazovsky_fishermen-returning-near-naples-1874.jpg,Romanticism\ivan-aivazovsky_fishermen-returning-near-naples-1874.jpg,Romanticism,ivan-aivazovsky_fishermen-returning-near-naples-1874.jpg,The ship appears to have arrived at the beach to safety.,contentment
data\raw\wikiart\Impressionism\claude-monet_boats-on-the-thames-fog-effect.jpg,Impressionism\claude-monet_boats-on-the-thames-fog-effect.jpg,Impressionism,claude-monet_boats-on-the-thames-fog-effect.jpg,The fogginess and the blue color is oppressively sad.,sadness
data\raw\wikiart\Realism\ivan-shishkin_coltsfoot-1878.jpg,Realism\ivan-shishkin_coltsfoot-1878.jpg,Realism,ivan-shishkin_coltsfoot-1878.jpg,"The flowers have totally overtaken this patch of the field, showing how fearless nature is",contentment
data\raw\wikiart\Impressionism\odilon-redon_peyrelebade-landscape-1880.jpg,Impressionism\odilon-redon_peyrelebade-landscape-1880.jpg,Impressionism,odilon-redon_peyrelebade-landscape-1880.jpg,the little dark hair girl is all alone in the woods and the nearest building looks very far away.,fear
data\raw\wikiart\Impressionism\stefan-luchian_nude.jpg,Impressionism\stefan-luchian_nude.jpg,Impressionism,stefan-luchian_nude.jpg,I find the nude pose of the subject funny,amusement
data\raw\wikiart\Expressionism\edvard-munch_bathing-man-1918.jpg,Expressionism\edvard-munch_bathing-man-1918.jpg,Expressionism,edvard-munch_bathing-man-1918.jpg,The man isn't wearing enough clothing and the black lines are too thick.,disgust
data\raw\wikiart\Impressionism\camille-pissarro_meadow-at-bazincourt-1885.jpg,Impressionism\camille-pissarro_meadow-at-bazincourt-1885.jpg,Impressionism,camille-pissarro_meadow-at-bazincourt-1885.jpg,Peaceful scenery of lush green grass and rows of sunlit trees.,excitement
data\raw\wikiart\Art_Nouveau_Modern\jacek-malczewski_in-wells.jpg,Art_Nouveau_Modern\jacek-malczewski_in-wells.jpg,Art_Nouveau_Modern,jacek-malczewski_in-wells.jpg,The colors used for these people's skin tones are so beautiful. The sky is also quite beautifully done.,contentment
data\raw\wikiart\Rococo\vladimir-borovikovsky_naryshkina-elena.jpg,Rococo\vladimir-borovikovsky_naryshkina-elena.jpg,Rococo,vladimir-borovikovsky_naryshkina-elena.jpg,The person looks like a happy child and the little doggy is super cute.,contentment
data\raw\wikiart\Symbolism\konstantin-vasilyev_valkyrie.jpg,Symbolism\konstantin-vasilyev_valkyrie.jpg,Symbolism,konstantin-vasilyev_valkyrie.jpg,The figure is very intimidating looking because of her stern expression and piercing eyes.,fear
data\raw\wikiart\Early_Renaissance\leonardo-da-vinci_study-of-the-madonna-and-child-with-a-cat.jpg,Early_Renaissance\leonardo-da-vinci_study-of-the-madonna-and-child-with-a-cat.jpg,Early_Renaissance,leonardo-da-vinci_study-of-the-madonna-and-child-with-a-cat.jpg,This seems like a playful and happy time with a loved family pet.,contentment
data\raw\wikiart\Romanticism\john-atkinson-grimshaw_wharfedale.jpg,Romanticism\john-atkinson-grimshaw_wharfedale.jpg,Romanticism,john-atkinson-grimshaw_wharfedale.jpg,The bright yellow hues of the sun against the darker color of the trees conveys a sense of hope and excitement.,excitement
data\raw\wikiart\Baroque\jan-steen_dancing-couple-detail-1663.jpg,Baroque\jan-steen_dancing-couple-detail-1663.jpg,Baroque,jan-steen_dancing-couple-detail-1663.jpg,The laughing man trying to impress the woman who is clearly not impressed.,amusement
data\raw\wikiart\Expressionism\vasile-kazar_unknown-title(101).jpg,Expressionism\vasile-kazar_unknown-title(101).jpg,Expressionism,vasile-kazar_unknown-title(101).jpg,the figures give a vivid sense of frantic movement and action,excitement
data\raw\wikiart\Impressionism\lovis-corinth_in-the-fisherman-s-house-1886.jpg,Impressionism\lovis-corinth_in-the-fisherman-s-house-1886.jpg,Impressionism,lovis-corinth_in-the-fisherman-s-house-1886.jpg,"Dark, stuffy and formal. I feel sad for the child in the work",sadness
data\raw\wikiart\Impressionism\berthe-morisot_young-girl-with-a-bird.jpg,Impressionism\berthe-morisot_young-girl-with-a-bird.jpg,Impressionism,berthe-morisot_young-girl-with-a-bird.jpg,This reminds me of myself when i was yoiunger connecting with nature and animals,contentment
data\raw\wikiart\Early_Renaissance\giovanni-bellini_pieta-with-the-virgin-and-st-john.jpg,Early_Renaissance\giovanni-bellini_pieta-with-the-virgin-and-st-john.jpg,Early_Renaissance,giovanni-bellini_pieta-with-the-virgin-and-st-john.jpg,Instead of crying they should be tending to his wounds.,sadness
data\raw\wikiart\Post_Impressionism\maxime-maufra_brittany-a-hamlet-1891.jpg,Post_Impressionism\maxime-maufra_brittany-a-hamlet-1891.jpg,Post_Impressionism,maxime-maufra_brittany-a-hamlet-1891.jpg,The effects of global warming slowly empties another lake.,sadness
data\raw\wikiart\Minimalism\yves-klein_untitled-blue-monochrome-1957-2.jpg,Minimalism\yves-klein_untitled-blue-monochrome-1957-2.jpg,Minimalism,yves-klein_untitled-blue-monochrome-1957-2.jpg,I like a picture that says something and this shows nothing.,anger
data\raw\wikiart\Realism\winslow-homer_hudson-river-logging.jpg,Realism\winslow-homer_hudson-river-logging.jpg,Realism,winslow-homer_hudson-river-logging.jpg,A lovely natural scene creates a sense of contentment. It's serene with a splash of color.,contentment
data\raw\wikiart\Realism\nikolai-ge_frascati-clouds.jpg,Realism\nikolai-ge_frascati-clouds.jpg,Realism,nikolai-ge_frascati-clouds.jpg,"The prairies look very still, calm, and peaceful.",contentment
data\raw\wikiart\Impressionism\gustave-caillebotte_portrait-of-a-young-woman-in-an-interior.jpg,Impressionism\gustave-caillebotte_portrait-of-a-young-woman-in-an-interior.jpg,Impressionism,gustave-caillebotte_portrait-of-a-young-woman-in-an-interior.jpg,The look going to the side and the lips being sealed like this on this person dressed in all-black are frightening.,fear
data\raw\wikiart\Impressionism\edgar-degas_two-dancers-in-yellow-and-pink.jpg,Impressionism\edgar-degas_two-dancers-in-yellow-and-pink.jpg,Impressionism,edgar-degas_two-dancers-in-yellow-and-pink.jpg,The colors and imagery in this are a little intense for me looks like something out of a horror movie. Gives me a sense of fear.,fear
data\raw\wikiart\Post_Impressionism\henri-de-toulouse-lautrec_woman-in-monsieur-forest-s-garden-1891.jpg,Post_Impressionism\henri-de-toulouse-lautrec_woman-in-monsieur-forest-s-garden-1891.jpg,Post_Impressionism,henri-de-toulouse-lautrec_woman-in-monsieur-forest-s-garden-1891.jpg,"I'm struck by how the stiffness of her posture contrasts with her beautiful, relaxing surroundings.",something else
data\raw\wikiart\Romanticism\john-atkinson-grimshaw_whitby-from-scotch-head-1879.jpg,Romanticism\john-atkinson-grimshaw_whitby-from-scotch-head-1879.jpg,Romanticism,john-atkinson-grimshaw_whitby-from-scotch-head-1879.jpg,"Somehow, the reflection on the water almost makes it unclear whether it's the sun or the moon, and that's fascinating",awe
data\raw\wikiart\Color_Field_Painting\edward-avedisian_beach-ball-1960.jpg,Color_Field_Painting\edward-avedisian_beach-ball-1960.jpg,Color_Field_Painting,edward-avedisian_beach-ball-1960.jpg,this is a boring painting with bland colors,something else
data\raw\wikiart\Symbolism\nicholas-roerich_river-chandra-1933.jpg,Symbolism\nicholas-roerich_river-chandra-1933.jpg,Symbolism,nicholas-roerich_river-chandra-1933.jpg,I am bored by this because there is not enough of a subject matter to hold my attention and interest,something else
data\raw\wikiart\Expressionism\lovis-corinth_in-the-slaughter-house-1893.jpg,Expressionism\lovis-corinth_in-the-slaughter-house-1893.jpg,Expressionism,lovis-corinth_in-the-slaughter-house-1893.jpg,This painting makes me feel dizzy because I cant determine what it is about,something else
data\raw\wikiart\Impressionism\claude-monet_camille-with-green-parasol.jpg,Impressionism\claude-monet_camille-with-green-parasol.jpg,Impressionism,claude-monet_camille-with-green-parasol.jpg,"The dress is beautiful, the way the colors blend in her dress and the foliage is awe inspiring.",amusement
data\raw\wikiart\High_Renaissance\luca-signorelli_self-portrait-with-vitelozzo-vitelli-1503.jpg,High_Renaissance\luca-signorelli_self-portrait-with-vitelozzo-vitelli-1503.jpg,High_Renaissance,luca-signorelli_self-portrait-with-vitelozzo-vitelli-1503.jpg,The dark tones and stance make me feel like these guys are in a back alley making some sly deal.,fear
data\raw\wikiart\Realism\vincent-van-gogh_parsonage-garden-1884-1.jpg,Realism\vincent-van-gogh_parsonage-garden-1884-1.jpg,Realism,vincent-van-gogh_parsonage-garden-1884-1.jpg,The shapes of the trees make it look like they could be in a cemetery.,fear
data\raw\wikiart\Romanticism\william-turner_kenilworth-castle.jpg,Romanticism\william-turner_kenilworth-castle.jpg,Romanticism,william-turner_kenilworth-castle.jpg,The large building in the background has a golden light and while overwhelming can also be seen as the shining city on the hill that protects the people and animals in the dark below.,awe
data\raw\wikiart\Art_Nouveau_Modern\carl-larsson_selma-lagerl-f-1908(1).jpg,Art_Nouveau_Modern\carl-larsson_selma-lagerl-f-1908(1).jpg,Art_Nouveau_Modern,carl-larsson_selma-lagerl-f-1908(1).jpg,the somber face of the woman and the dark color of her outfit.,contentment
data\raw\wikiart\Ukiyo_e\katsushika-hokusai_not_detected_223505(2).jpg,Ukiyo_e\katsushika-hokusai_not_detected_223505(2).jpg,Ukiyo_e,katsushika-hokusai_not_detected_223505(2).jpg,There is a desolate and exciting use of contrast.,fear
data\raw\wikiart\Post_Impressionism\pablo-picasso_harlequin-s-head-1905.jpg,Post_Impressionism\pablo-picasso_harlequin-s-head-1905.jpg,Post_Impressionism,pablo-picasso_harlequin-s-head-1905.jpg,"While serious in face, the brush strokes and color bring a bit of levity to the image",amusement
data\raw\wikiart\Romanticism\dante-gabriel-rossetti_the-bower-meadow-1872-1.jpg,Romanticism\dante-gabriel-rossetti_the-bower-meadow-1872-1.jpg,Romanticism,dante-gabriel-rossetti_the-bower-meadow-1872-1.jpg,looks like a utopian society where everyone is happy,disgust
data\raw\wikiart\Color_Field_Painting\sam-francis_big-red-1953.jpg,Color_Field_Painting\sam-francis_big-red-1953.jpg,Color_Field_Painting,sam-francis_big-red-1953.jpg,"When I look at this I feel heat which leads to anger. It's flowers, tulips I believe which are my favorite, but it's so much red and dull. Dull red is a weird combination that does not make me happy.",anger
data\raw\wikiart\Abstract_Expressionism\sam-francis_untitled-sfe-090-1993.jpg,Abstract_Expressionism\sam-francis_untitled-sfe-090-1993.jpg,Abstract_Expressionism,sam-francis_untitled-sfe-090-1993.jpg,I feel disgust as I am struggling on what the artist is trying to do here and it looks like a child in kindergarten made this.,disgust
data\raw\wikiart\Symbolism\odilon-redon_woman-in-red.jpg,Symbolism\odilon-redon_woman-in-red.jpg,Symbolism,odilon-redon_woman-in-red.jpg,The red cape draped over the man make me think of evil coming towards me.,fear
data\raw\wikiart\Abstract_Expressionism\sam-gilliam_untitled-1978.jpg,Abstract_Expressionism\sam-gilliam_untitled-1978.jpg,Abstract_Expressionism,sam-gilliam_untitled-1978.jpg,I like the multiple colors in this. I don't understand what it's supposed to be but colors are well done.,contentment
data\raw\wikiart\Romanticism\mykola-pymonenko_easter-vigil.jpg,Romanticism\mykola-pymonenko_easter-vigil.jpg,Romanticism,mykola-pymonenko_easter-vigil.jpg,This must  be a time of mourning as it appears to be a vigil.,sadness
data\raw\wikiart\Post_Impressionism\gustave-loiseau_trees-in-bloom-1.jpg,Post_Impressionism\gustave-loiseau_trees-in-bloom-1.jpg,Post_Impressionism,gustave-loiseau_trees-in-bloom-1.jpg,I am confused as to the perspective what we are supposed to take here. What is the reasoning behind the murky colors?,something else
data\raw\wikiart\Impressionism\edgar-degas_self-portrait.jpg,Impressionism\edgar-degas_self-portrait.jpg,Impressionism,edgar-degas_self-portrait.jpg,"The way in which the subject is looking downward, his slightly haggard appearance, and the dark tones used to bring out those lines and features makes one feel rather low about his world.",sadness
data\raw\wikiart\Romanticism\francisco-goya_the-repentant-saint-peter.jpg,Romanticism\francisco-goya_the-repentant-saint-peter.jpg,Romanticism,francisco-goya_the-repentant-saint-peter.jpg,A praying monk with some large keys. He seems like he has a large problem to deal with and it makes me feel apprehensive.,something else
data\raw\wikiart\Realism\ivan-shishkin_woods-behind-the-fence-1898.jpg,Realism\ivan-shishkin_woods-behind-the-fence-1898.jpg,Realism,ivan-shishkin_woods-behind-the-fence-1898.jpg,"I like the red tree, like it may be fall soon, I don't like the fence, it is unattractive",awe
data\raw\wikiart\Expressionism\richard-diebenkorn_cityscape-i-1963.jpg,Expressionism\richard-diebenkorn_cityscape-i-1963.jpg,Expressionism,richard-diebenkorn_cityscape-i-1963.jpg,This is a beautiful painting that reminds me of my own rural neighborhood,contentment
data\raw\wikiart\Impressionism\guy-rose_mist-over-point-lobos-1918.jpg,Impressionism\guy-rose_mist-over-point-lobos-1918.jpg,Impressionism,guy-rose_mist-over-point-lobos-1918.jpg,I absolutely love the idea of finding a secluded view like this with a picturesque sky and the crystal blue ocean contrasted against the sky. The painting evokes feelings of happiness with the bright colors.,awe
data\raw\wikiart\Realism\martiros-saryan_wild-poppies-1945.jpg,Realism\martiros-saryan_wild-poppies-1945.jpg,Realism,martiros-saryan_wild-poppies-1945.jpg,These flowers are scary. They look like angry little red and black eyeballs.,fear
data\raw\wikiart\Art_Nouveau_Modern\raphael-kirchner_santoy-1900-2.jpg,Art_Nouveau_Modern\raphael-kirchner_santoy-1900-2.jpg,Art_Nouveau_Modern,raphael-kirchner_santoy-1900-2.jpg,The females look like the are trying to catch and release lanterns,contentment
data\raw\wikiart\Impressionism\william-merritt-chase_portrait-of-elizabeth-betsy-fisher.jpg,Impressionism\william-merritt-chase_portrait-of-elizabeth-betsy-fisher.jpg,Impressionism,william-merritt-chase_portrait-of-elizabeth-betsy-fisher.jpg,there is a peaceful look to her eyes behind the glasses,contentment
data\raw\wikiart\Romanticism\viktor-vasnetsov_savior-in-the-crown-of-thorns-1906.jpg,Romanticism\viktor-vasnetsov_savior-in-the-crown-of-thorns-1906.jpg,Romanticism,viktor-vasnetsov_savior-in-the-crown-of-thorns-1906.jpg,"Seeing Jesus crying with a crown of thorns is quite saddening, and it's also a gruesome sight.",sadness
data\raw\wikiart\Abstract_Expressionism\paul-jenkins_untitled-2.jpg,Abstract_Expressionism\paul-jenkins_untitled-2.jpg,Abstract_Expressionism,paul-jenkins_untitled-2.jpg,The contrast here is very nice and very striking,excitement
data\raw\wikiart\Pointillism\henri-edmond-cross_mme-hector-france-nee-irma-clare-and-later.jpg,Pointillism\henri-edmond-cross_mme-hector-france-nee-irma-clare-and-later.jpg,Pointillism,henri-edmond-cross_mme-hector-france-nee-irma-clare-and-later.jpg,The way her dress makes her behind look so large,amusement
data\raw\wikiart\Realism\gustave-courbet_in-the-forest-1865.jpg,Realism\gustave-courbet_in-the-forest-1865.jpg,Realism,gustave-courbet_in-the-forest-1865.jpg,the pink sky and orange trees remind me of a cotton candy swirl,contentment
data\raw\wikiart\Fauvism\august-macke_at-the-garden-table-1914.jpg,Fauvism\august-macke_at-the-garden-table-1914.jpg,Fauvism,august-macke_at-the-garden-table-1914.jpg,"All the vibrant colors, but on such faded shapes makes it feel like a hazy, cozy memory.",contentment
data\raw\wikiart\Realism\adolf-hitler_the-old-building-in-stand-of-trees-1909.jpg,Realism\adolf-hitler_the-old-building-in-stand-of-trees-1909.jpg,Realism,adolf-hitler_the-old-building-in-stand-of-trees-1909.jpg,Beautiful building and the landscaping is very nice.,awe
data\raw\wikiart\Abstract_Expressionism\esteban-vicente_vision-1991.jpg,Abstract_Expressionism\esteban-vicente_vision-1991.jpg,Abstract_Expressionism,esteban-vicente_vision-1991.jpg,The green blobs make it look like flatulence against the orange background.,disgust
data\raw\wikiart\Art_Nouveau_Modern\nicholas-roerich_study-of-scene-design-for-snow-maiden-1921-1.jpg,Art_Nouveau_Modern\nicholas-roerich_study-of-scene-design-for-snow-maiden-1921-1.jpg,Art_Nouveau_Modern,nicholas-roerich_study-of-scene-design-for-snow-maiden-1921-1.jpg,The wobbly feel to the environment makes you feel like you're high on drugs.,amusement
data\raw\wikiart\Art_Nouveau_Modern\raphael-kirchner_nude-drawings-12.jpg,Art_Nouveau_Modern\raphael-kirchner_nude-drawings-12.jpg,Art_Nouveau_Modern,raphael-kirchner_nude-drawings-12.jpg,"This woman's eyes look oddly frozen and bugged out, since they are so wide open",disgust
data\raw\wikiart\Realism\vincent-van-gogh_orphan-man-with-long-overcoat-and-umbrella-seen-from-the-back-1882.jpg,Realism\vincent-van-gogh_orphan-man-with-long-overcoat-and-umbrella-seen-from-the-back-1882.jpg,Realism,vincent-van-gogh_orphan-man-with-long-overcoat-and-umbrella-seen-from-the-back-1882.jpg,The way he holds the umbrella seems to cunning and crafty.,fear
data\raw\wikiart\Color_Field_Painting\sam-francis_untitled-sf78-235-1978.jpg,Color_Field_Painting\sam-francis_untitled-sf78-235-1978.jpg,Color_Field_Painting,sam-francis_untitled-sf78-235-1978.jpg,This looks like a pint of blood that was stepped on and exploded.,disgust
data\raw\wikiart\Naive_Art_Primitivism\marc-chagall_aaron-in-front-of-the-golden-candlestick-with-seven-branches-executed-as-prescribed-by-lord.jpg,Naive_Art_Primitivism\marc-chagall_aaron-in-front-of-the-golden-candlestick-with-seven-branches-executed-as-prescribed-by-lord.jpg,Naive_Art_Primitivism,marc-chagall_aaron-in-front-of-the-golden-candlestick-with-seven-branches-executed-as-prescribed-by-lord.jpg,The man’s face is lopsided and asymmetric.  The lines are coarse and rough.  The drawing has an overall gritty and unpleasant feel to it.,disgust
data\raw\wikiart\Naive_Art_Primitivism\marc-chagall_the-clown-musician-1957.jpg,Naive_Art_Primitivism\marc-chagall_the-clown-musician-1957.jpg,Naive_Art_Primitivism,marc-chagall_the-clown-musician-1957.jpg,im not sure what is going on but i don't like the yellow in the painting,disgust
data\raw\wikiart\Ukiyo_e\keisai-eisen_from-the-series-t-to-meisho-kokoro-no-nazo-sugata-awase.jpg,Ukiyo_e\keisai-eisen_from-the-series-t-to-meisho-kokoro-no-nazo-sugata-awase.jpg,Ukiyo_e,keisai-eisen_from-the-series-t-to-meisho-kokoro-no-nazo-sugata-awase.jpg,I feel sad because this woman seems to be looking at this doll very wistfully.,sadness
data\raw\wikiart\Post_Impressionism\maurice-utrillo_sacre-coeur-and-castle-brouillards.jpg,Post_Impressionism\maurice-utrillo_sacre-coeur-and-castle-brouillards.jpg,Post_Impressionism,maurice-utrillo_sacre-coeur-and-castle-brouillards.jpg,This looks like a winter wonderland. I like the shape of the dead trees and the nice buildings in the background.,contentment
data\raw\wikiart\Romanticism\gustave-dore_battle-of-lepanto-in-1571-1877.jpg,Romanticism\gustave-dore_battle-of-lepanto-in-1571-1877.jpg,Romanticism,gustave-dore_battle-of-lepanto-in-1571-1877.jpg,The lack of color and the image of people trying not to drown is frightful.,fear
data\raw\wikiart\Post_Impressionism\nicolae-darascu_gondole-la-vene-ia-palazzo-dario-1912.jpg,Post_Impressionism\nicolae-darascu_gondole-la-vene-ia-palazzo-dario-1912.jpg,Post_Impressionism,nicolae-darascu_gondole-la-vene-ia-palazzo-dario-1912.jpg,The colors of the water and the beautiful architecture combine for a beautiful setting.,amusement
data\raw\wikiart\Romanticism\henryk-siemiradzki_the-funeral-of-ruz-in-bulgar.jpg,Romanticism\henryk-siemiradzki_the-funeral-of-ruz-in-bulgar.jpg,Romanticism,henryk-siemiradzki_the-funeral-of-ruz-in-bulgar.jpg,The Native tribalman with the orange fire ambers in his hand creates the sense of personal defense for their tribe and territory against foreign envaders.,disgust
data\raw\wikiart\Romanticism\francisco-goya_self-portrait-1.jpg,Romanticism\francisco-goya_self-portrait-1.jpg,Romanticism,francisco-goya_self-portrait-1.jpg,I see sadness in his eyes and the way his lips are.,sadness
data\raw\wikiart\Impressionism\camille-pissarro_the-road-to-versailles-at-louveciennes-1870.jpg,Impressionism\camille-pissarro_the-road-to-versailles-at-louveciennes-1870.jpg,Impressionism,camille-pissarro_the-road-to-versailles-at-louveciennes-1870.jpg,I like the serene imagery and I think the setting looks peaceful.,contentment
data\raw\wikiart\Impressionism\max-slevogt_summer-house-garden.jpg,Impressionism\max-slevogt_summer-house-garden.jpg,Impressionism,max-slevogt_summer-house-garden.jpg,The relaxness of this garden is soothing. Like it was made for the enjoyment of one and not for others.,contentment
data\raw\wikiart\Symbolism\mikhail-nesterov_alenushka.jpg,Symbolism\mikhail-nesterov_alenushka.jpg,Symbolism,mikhail-nesterov_alenushka.jpg,I really love her outfit and those details at the bottom bring it all together.,contentment
data\raw\wikiart\Expressionism\konstantinos-parthenis_the-virgin-mary-1942.jpg,Expressionism\konstantinos-parthenis_the-virgin-mary-1942.jpg,Expressionism,konstantinos-parthenis_the-virgin-mary-1942.jpg,the image is boring and lacks bright colors,something else
data\raw\wikiart\Abstract_Expressionism\conrad-marca-relli_taos-2-1961.jpg,Abstract_Expressionism\conrad-marca-relli_taos-2-1961.jpg,Abstract_Expressionism,conrad-marca-relli_taos-2-1961.jpg,It's like shavings of skin.,disgust
data\raw\wikiart\Pointillism\salvador-dali_small-rocky-bay-of-nans-cadaques-1921.jpg,Pointillism\salvador-dali_small-rocky-bay-of-nans-cadaques-1921.jpg,Pointillism,salvador-dali_small-rocky-bay-of-nans-cadaques-1921.jpg,natural lakeside with reflection on the water is relaxing,contentment
data\raw\wikiart\Cubism\franz-marc_deer-in-the-forest-1913.jpg,Cubism\franz-marc_deer-in-the-forest-1913.jpg,Cubism,franz-marc_deer-in-the-forest-1913.jpg,It looks like a forest is on fire.,fear
data\raw\wikiart\Art_Nouveau_Modern\raphael-kirchner_street-flowers-1899-3.jpg,Art_Nouveau_Modern\raphael-kirchner_street-flowers-1899-3.jpg,Art_Nouveau_Modern,raphael-kirchner_street-flowers-1899-3.jpg,The continuous lines in the woman's hair and body add soft curves to the image.,contentment
data\raw\wikiart\Mannerism_Late_Renaissance\titian_the-martyrdom-of-st-lawrence-1559(1).jpg,Mannerism_Late_Renaissance\titian_the-martyrdom-of-st-lawrence-1559(1).jpg,Mannerism_Late_Renaissance,titian_the-martyrdom-of-st-lawrence-1559(1).jpg,The spot of light reminds me of a heavenly being coming down from above.,awe
data\raw\wikiart\Symbolism\odilon-redon_self-portrait-1880.jpg,Symbolism\odilon-redon_self-portrait-1880.jpg,Symbolism,odilon-redon_self-portrait-1880.jpg,Shadow is falling over the man's face like if he was about to die.,sadness
data\raw\wikiart\High_Renaissance\leonardo-da-vinci_heads-of-judas-and-peter.jpg,High_Renaissance\leonardo-da-vinci_heads-of-judas-and-peter.jpg,High_Renaissance,leonardo-da-vinci_heads-of-judas-and-peter.jpg,Neither man looks comfortable or particularly happy.,fear
data\raw\wikiart\Expressionism\egon-schiele_poldi-lodzinsky-1910.jpg,Expressionism\egon-schiele_poldi-lodzinsky-1910.jpg,Expressionism,egon-schiele_poldi-lodzinsky-1910.jpg,The expression on the face makes me feel uncomfortable and worried.,fear
data\raw\wikiart\Post_Impressionism\vincent-van-gogh_barred-windows(1).jpg,Post_Impressionism\vincent-van-gogh_barred-windows(1).jpg,Post_Impressionism,vincent-van-gogh_barred-windows(1).jpg,The windows have iron bars over them so this building must be a prison,sadness
data\raw\wikiart\Naive_Art_Primitivism\arman-manookian_hawaiians.jpg,Naive_Art_Primitivism\arman-manookian_hawaiians.jpg,Naive_Art_Primitivism,arman-manookian_hawaiians.jpg,Everyone looks calm and realaxed,contentment
data\raw\wikiart\Color_Field_Painting\maurice-esteve_iounpas-1985-1.jpg,Color_Field_Painting\maurice-esteve_iounpas-1985-1.jpg,Color_Field_Painting,maurice-esteve_iounpas-1985-1.jpg,The colors and shapes are bright and playfully placed.,excitement
data\raw\wikiart\Expressionism\lucian-freud_two-men-1988.jpg,Expressionism\lucian-freud_two-men-1988.jpg,Expressionism,lucian-freud_two-men-1988.jpg,"The two bodies are posed in a relaxed yet comfortable way, showing trust.",contentment
