full_path,relative_path,style,filename,caption,emotion
data\raw\wikiart\Color_Field_Painting\morris-louis_number-6-1962.jpg,Color_Field_Painting\morris-louis_number-6-1962.jpg,Color_Field_Painting,morris-louis_number-6-1962.jpg,The long colorful strips remind me of a long candle that has been burning for a long time.,something else
data\raw\wikiart\Expressionism\victor-brauner_portrait-of-andr-breton-1934.jpg,Expressionism\victor-brauner_portrait-of-andr-breton-1934.jpg,Expressionism,victor-brauner_portrait-of-andr-breton-1934.jpg,the man appears negatively as he hears something terrible,disgust
data\raw\wikiart\Pop_Art\aki-kuroda_untitled-1995.jpg,Pop_Art\aki-kuroda_untitled-1995.jpg,Pop_Art,aki-kuroda_untitled-1995.jpg,primary colors really standout with the human form,amusement
data\raw\wikiart\Impressionism\claude-monet_the-pave-de-chailly-in-the-forest.jpg,Impressionism\claude-monet_the-pave-de-chailly-in-the-forest.jpg,Impressionism,claude-monet_the-pave-de-chailly-in-the-forest.jpg,The colors and trees lining the open road look like the perfect set-up for a wonderful summer road trip.,excitement
data\raw\wikiart\Ukiyo_e\kitagawa-utamaro_the-hussy.jpg,Ukiyo_e\kitagawa-utamaro_the-hussy.jpg,Ukiyo_e,kitagawa-utamaro_the-hussy.jpg,This woman seems to be enjoying herself.,contentment
data\raw\wikiart\Rococo\benjamin-west_the-indians-giving-a-talk-to-colonel-bouquet-in-a-conference-at-a-council-fire-near-his-camp-on.jpg,Rococo\benjamin-west_the-indians-giving-a-talk-to-colonel-bouquet-in-a-conference-at-a-council-fire-near-his-camp-on.jpg,Rococo,benjamin-west_the-indians-giving-a-talk-to-colonel-bouquet-in-a-conference-at-a-council-fire-near-his-camp-on.jpg,"This is a picture of American soldiers and some government men parlaying with American natives. The background given is not very much, but it suggests a pristine new environment from a time in the begining. Which is now some depressed and polluted part of the US rustbelt.",sadness
data\raw\wikiart\Impressionism\camille-pissarro_the-stage-on-the-road-from-ennery-to-l-hermigate-pontoise.jpg,Impressionism\camille-pissarro_the-stage-on-the-road-from-ennery-to-l-hermigate-pontoise.jpg,Impressionism,camille-pissarro_the-stage-on-the-road-from-ennery-to-l-hermigate-pontoise.jpg,"It's a pretty view of the nature, with soothing colors",contentment
data\raw\wikiart\Minimalism\richard-tuttle_20-pearls-d-2007.jpg,Minimalism\richard-tuttle_20-pearls-d-2007.jpg,Minimalism,richard-tuttle_20-pearls-d-2007.jpg,"This image appears to be a red velvet cake splattered with chocolate, key lime, and cotton-candy frosting in a disgusting melange of flavors.",disgust
data\raw\wikiart\Pop_Art\jean-david_viva-poster.jpg,Pop_Art\jean-david_viva-poster.jpg,Pop_Art,jean-david_viva-poster.jpg,the way he seems delighted to be drinking makes me feel happy for him,amusement
data\raw\wikiart\Realism\edouard-manet_the-ham-1880.jpg,Realism\edouard-manet_the-ham-1880.jpg,Realism,edouard-manet_the-ham-1880.jpg,"The edible on the platter, which appears to be mince meat, looks tasty to eat.",excitement
data\raw\wikiart\Naive_Art_Primitivism\henri-rousseau_seine-and-eiffel-tower-in-the-sunset-1910.jpg,Naive_Art_Primitivism\henri-rousseau_seine-and-eiffel-tower-in-the-sunset-1910.jpg,Naive_Art_Primitivism,henri-rousseau_seine-and-eiffel-tower-in-the-sunset-1910.jpg,"I can almost smell the Seine from here, and the simplistic nature of this cityscape hearkens me back to a more innocent era.",contentment
data\raw\wikiart\Romanticism\konstantin-makovsky_boyar-s-wife-at-the-window-1885.jpg,Romanticism\konstantin-makovsky_boyar-s-wife-at-the-window-1885.jpg,Romanticism,konstantin-makovsky_boyar-s-wife-at-the-window-1885.jpg,She looks very regal and the clothing is intricate,awe
data\raw\wikiart\Symbolism\kuzma-petrov-vodkin_interior-1920.jpg,Symbolism\kuzma-petrov-vodkin_interior-1920.jpg,Symbolism,kuzma-petrov-vodkin_interior-1920.jpg,It's creepy as there isn't much light and the seriousness of her face.,sadness
data\raw\wikiart\Expressionism\august-macke_garden-restaurant.jpg,Expressionism\august-macke_garden-restaurant.jpg,Expressionism,august-macke_garden-restaurant.jpg,"The splashes of red, orange and yellow amidst dark colors makes this an interesting painting to look at.",contentment
data\raw\wikiart\Romanticism\william-holman-hunt_the-afterglow-in-egypt-19th-century.jpg,Romanticism\william-holman-hunt_the-afterglow-in-egypt-19th-century.jpg,Romanticism,william-holman-hunt_the-afterglow-in-egypt-19th-century.jpg,if the balancing act doesnt take off she has the cow as a back up,something else
data\raw\wikiart\Naive_Art_Primitivism\marc-chagall_king-david-1951.jpg,Naive_Art_Primitivism\marc-chagall_king-david-1951.jpg,Naive_Art_Primitivism,marc-chagall_king-david-1951.jpg,Looks like the king walked into a bar and all the drunks were caught off guard and had no idea what to do while drunk,amusement
data\raw\wikiart\Expressionism\lynd-ward_not-detected-272486.jpg,Expressionism\lynd-ward_not-detected-272486.jpg,Expressionism,lynd-ward_not-detected-272486.jpg,Such a dark depiction of a church in a town setting.,fear
data\raw\wikiart\Impressionism\guy-rose_vista-from-point-lobos-1919.jpg,Impressionism\guy-rose_vista-from-point-lobos-1919.jpg,Impressionism,guy-rose_vista-from-point-lobos-1919.jpg,"The overall scene is washed out, but the left half depicts the shadowed cove with some interest.",contentment
data\raw\wikiart\Impressionism\edgar-degas_self-portrait-1855.jpg,Impressionism\edgar-degas_self-portrait-1855.jpg,Impressionism,edgar-degas_self-portrait-1855.jpg,Andre wonders if it would have been better to let his moustache grow out more before he posed for his portrait?,sadness
data\raw\wikiart\Impressionism\eliseu-visconti_ilusoes-perdidas.jpg,Impressionism\eliseu-visconti_ilusoes-perdidas.jpg,Impressionism,eliseu-visconti_ilusoes-perdidas.jpg,"looks like a artist painting in a storm, you cant stop art",excitement
data\raw\wikiart\Romanticism\eugene-delacroix_bouquet-of-flowers-1843(1).jpg,Romanticism\eugene-delacroix_bouquet-of-flowers-1843(1).jpg,Romanticism,eugene-delacroix_bouquet-of-flowers-1843(1).jpg,The flowers are a nice contrast to the background.,contentment
data\raw\wikiart\Early_Renaissance\jacopo-bellini_unknown(2).jpg,Early_Renaissance\jacopo-bellini_unknown(2).jpg,Early_Renaissance,jacopo-bellini_unknown(2).jpg,The paper looks like something old and interesting,awe
data\raw\wikiart\Baroque\bartolome-esteban-murillo_the-mystic-marriage-of-saint-catherine-1682.jpg,Baroque\bartolome-esteban-murillo_the-mystic-marriage-of-saint-catherine-1682.jpg,Baroque,bartolome-esteban-murillo_the-mystic-marriage-of-saint-catherine-1682.jpg,"This seems like a religious kind of image, so it makes me happy and nostalgic because it reminds me of the churches I used to go to when I was young.",contentment
data\raw\wikiart\Fauvism\pyotr-konchalovsky_portrait-of-dmitry-petrovich-konchalovsky-historian-brother-of-the-artist-1909.jpg,Fauvism\pyotr-konchalovsky_portrait-of-dmitry-petrovich-konchalovsky-historian-brother-of-the-artist-1909.jpg,Fauvism,pyotr-konchalovsky_portrait-of-dmitry-petrovich-konchalovsky-historian-brother-of-the-artist-1909.jpg,"this man looks important and the dark colors make this image look serious. he is in a serious pose, and has a serious facial expression. i like the darkness around his eyes",awe
data\raw\wikiart\Romanticism\mykola-pymonenko_ukrainian-night-1905.jpg,Romanticism\mykola-pymonenko_ukrainian-night-1905.jpg,Romanticism,mykola-pymonenko_ukrainian-night-1905.jpg,"The pair of people look very pleasant as they interact, and even the horse is relaxing nearby.",contentment
data\raw\wikiart\Rococo\canaletto_capriccio-with-venetian-motifs.jpg,Rococo\canaletto_capriccio-with-venetian-motifs.jpg,Rococo,canaletto_capriccio-with-venetian-motifs.jpg,You can almost feel the peaceful and enjoyable little village with great lifestyle from this paint.,contentment
data\raw\wikiart\Expressionism\elaine-de-kooning_pele-no-1-1982.jpg,Expressionism\elaine-de-kooning_pele-no-1-1982.jpg,Expressionism,elaine-de-kooning_pele-no-1-1982.jpg,Youngish African man in a portrait. He seems quite open and sincere. The colors are eccentric and quite wild.,something else
data\raw\wikiart\Northern_Renaissance\pieter-bruegel-the-elder_land-of-cockaigne-1567.jpg,Northern_Renaissance\pieter-bruegel-the-elder_land-of-cockaigne-1567.jpg,Northern_Renaissance,pieter-bruegel-the-elder_land-of-cockaigne-1567.jpg,Thanksgiving dinner is over and the tryptophan is taking it's effect.,contentment
data\raw\wikiart\Naive_Art_Primitivism\niko-pirosmani_roe-with-a-landscape-in-the-background-1913.jpg,Naive_Art_Primitivism\niko-pirosmani_roe-with-a-landscape-in-the-background-1913.jpg,Naive_Art_Primitivism,niko-pirosmani_roe-with-a-landscape-in-the-background-1913.jpg,this deer looks surprised to see us because he thought he was alone,excitement
data\raw\wikiart\Impressionism\pericles-pantazis_village-sous-la-neige-vall-e-de-la-meuse-1878.jpg,Impressionism\pericles-pantazis_village-sous-la-neige-vall-e-de-la-meuse-1878.jpg,Impressionism,pericles-pantazis_village-sous-la-neige-vall-e-de-la-meuse-1878.jpg,"Those buildings are looking a bit thin to keep out the cood right, everything just looks frozen and dry",sadness
data\raw\wikiart\Naive_Art_Primitivism\marc-chagall_samuel-is-pouring-anointing-oil-to-saul-s-head-in-sign-of-coronation-him-as-king-of-israel-i.jpg,Naive_Art_Primitivism\marc-chagall_samuel-is-pouring-anointing-oil-to-saul-s-head-in-sign-of-coronation-him-as-king-of-israel-i.jpg,Naive_Art_Primitivism,marc-chagall_samuel-is-pouring-anointing-oil-to-saul-s-head-in-sign-of-coronation-him-as-king-of-israel-i.jpg,jesus pouring something onto this woman's head who does not look physically well,sadness
data\raw\wikiart\Impressionism\eugene-boudin_beach-scene-9.jpg,Impressionism\eugene-boudin_beach-scene-9.jpg,Impressionism,eugene-boudin_beach-scene-9.jpg,This image makes me miss visiting the beach.,sadness
data\raw\wikiart\Fauvism\andre-derain_the-port-of-collioure-1905-1.jpg,Fauvism\andre-derain_the-port-of-collioure-1905-1.jpg,Fauvism,andre-derain_the-port-of-collioure-1905-1.jpg,Looks like a peaceful scene at a riverway,contentment
data\raw\wikiart\Expressionism\natalia-goncharova_the-evangelists-in-four-parts.jpg,Expressionism\natalia-goncharova_the-evangelists-in-four-parts.jpg,Expressionism,natalia-goncharova_the-evangelists-in-four-parts.jpg,These guys look confused as they read text from long pieces of parchment,amusement
data\raw\wikiart\Post_Impressionism\panayiotis-tetsis_cityscape.jpg,Post_Impressionism\panayiotis-tetsis_cityscape.jpg,Post_Impressionism,panayiotis-tetsis_cityscape.jpg,"Walls chip and crumble, but the glory of nature rises above it, represented here with the thriving trees.",excitement
data\raw\wikiart\Realism\vladimir-makovsky_in-the-hut-of-forester.jpg,Realism\vladimir-makovsky_in-the-hut-of-forester.jpg,Realism,vladimir-makovsky_in-the-hut-of-forester.jpg,the man with the gun looks like a bully and yet the other men arent afraid,fear
data\raw\wikiart\Symbolism\albert-pinkham-ryder_flying-dutchman-1887.jpg,Symbolism\albert-pinkham-ryder_flying-dutchman-1887.jpg,Symbolism,albert-pinkham-ryder_flying-dutchman-1887.jpg,this scene is chaotic,sadness
data\raw\wikiart\Abstract_Expressionism\miriam-schapiro_punch-and-judy-our-demons.jpg,Abstract_Expressionism\miriam-schapiro_punch-and-judy-our-demons.jpg,Abstract_Expressionism,miriam-schapiro_punch-and-judy-our-demons.jpg,Jackson Pollack's rendering of medieval Punch and Judy play.,awe
data\raw\wikiart\Color_Field_Painting\brice-marden_formal-marble-2011.jpg,Color_Field_Painting\brice-marden_formal-marble-2011.jpg,Color_Field_Painting,brice-marden_formal-marble-2011.jpg,this painting has a lot of energy and vibrancy,excitement
data\raw\wikiart\Mannerism_Late_Renaissance\el-greco_study-of-a-man.jpg,Mannerism_Late_Renaissance\el-greco_study-of-a-man.jpg,Mannerism_Late_Renaissance,el-greco_study-of-a-man.jpg,The colors and image inspire me,awe
data\raw\wikiart\Baroque\joseph-wright_portrait-of-a-lady-with-her-lacework.jpg,Baroque\joseph-wright_portrait-of-a-lady-with-her-lacework.jpg,Baroque,joseph-wright_portrait-of-a-lady-with-her-lacework.jpg,i like this lady's pink dress and background,contentment
data\raw\wikiart\Post_Impressionism\maurice-utrillo_vase-with-flowers-1.jpg,Post_Impressionism\maurice-utrillo_vase-with-flowers-1.jpg,Post_Impressionism,maurice-utrillo_vase-with-flowers-1.jpg,"Nice flowers, and a variety of different but pleasing colors, like the orange, red, and muted pink.",contentment
data\raw\wikiart\Ukiyo_e\utagawa-toyokuni-ii_tsuruya-uchi-fujiwara-wataru-hisa-no.jpg,Ukiyo_e\utagawa-toyokuni-ii_tsuruya-uchi-fujiwara-wataru-hisa-no.jpg,Ukiyo_e,utagawa-toyokuni-ii_tsuruya-uchi-fujiwara-wataru-hisa-no.jpg,The woman's face looks really squishy and distorted.,amusement
data\raw\wikiart\Symbolism\mikhail-nesterov_saint-barbara.jpg,Symbolism\mikhail-nesterov_saint-barbara.jpg,Symbolism,mikhail-nesterov_saint-barbara.jpg,It looks like she's desperate. Seeing people pray is sad.,sadness
data\raw\wikiart\Realism\william-adolphe-bouguereau_psyche-1892.jpg,Realism\william-adolphe-bouguereau_psyche-1892.jpg,Realism,william-adolphe-bouguereau_psyche-1892.jpg,This image feels very life-like.  The artist does a great job making the hands look very natural,awe
data\raw\wikiart\Color_Field_Painting\michel-carrade_unknown-title-15.jpg,Color_Field_Painting\michel-carrade_unknown-title-15.jpg,Color_Field_Painting,michel-carrade_unknown-title-15.jpg,the colors are calming together especially the blue,contentment
data\raw\wikiart\Northern_Renaissance\albrecht-durer_flagellation-of-christ.jpg,Northern_Renaissance\albrecht-durer_flagellation-of-christ.jpg,Northern_Renaissance,albrecht-durer_flagellation-of-christ.jpg,Hundreds of people have come to pay their last respects to the man on the pole,excitement
data\raw\wikiart\Northern_Renaissance\mabuse_the-adoration-of-the-kings.jpg,Northern_Renaissance\mabuse_the-adoration-of-the-kings.jpg,Northern_Renaissance,mabuse_the-adoration-of-the-kings.jpg,"The angels appear to be blessing the baby, making for a holy scene.",awe
data\raw\wikiart\Baroque\francesco-solimena_saint-cajetan-appeasing-divine-anger.jpg,Baroque\francesco-solimena_saint-cajetan-appeasing-divine-anger.jpg,Baroque,francesco-solimena_saint-cajetan-appeasing-divine-anger.jpg,I love the way the angels robes are flowing around with the wind.,contentment
data\raw\wikiart\Romanticism\john-everett-millais_the-crown-of-love.jpg,Romanticism\john-everett-millais_the-crown-of-love.jpg,Romanticism,john-everett-millais_the-crown-of-love.jpg,it looks like the guy just saved the girl from something very suddenly,excitement
data\raw\wikiart\Abstract_Expressionism\abidin-dino_abstract-composition.jpg,Abstract_Expressionism\abidin-dino_abstract-composition.jpg,Abstract_Expressionism,abidin-dino_abstract-composition.jpg,looks like a child drew this,awe
data\raw\wikiart\Realism\vincent-van-gogh_pine-trees-in-the-fen-1884.jpg,Realism\vincent-van-gogh_pine-trees-in-the-fen-1884.jpg,Realism,vincent-van-gogh_pine-trees-in-the-fen-1884.jpg,i like being outside and it reminds me of a nice field and pond,contentment
data\raw\wikiart\Post_Impressionism\martiros-saryan_ararat-from-dvin-1952.jpg,Post_Impressionism\martiros-saryan_ararat-from-dvin-1952.jpg,Post_Impressionism,martiros-saryan_ararat-from-dvin-1952.jpg,This is too much like a cartoon to be realistic or calming.,something else
data\raw\wikiart\Art_Nouveau_Modern\alphonse-mucha_not_detected_227761.jpg,Art_Nouveau_Modern\alphonse-mucha_not_detected_227761.jpg,Art_Nouveau_Modern,alphonse-mucha_not_detected_227761.jpg,I feel impressed. These look like very detailed representations of flowers and must have required technical skill.,awe
data\raw\wikiart\Romanticism\taras-shevchenko_holy-family-1858.jpg,Romanticism\taras-shevchenko_holy-family-1858.jpg,Romanticism,taras-shevchenko_holy-family-1858.jpg,The woman reaching for the child shows her love and devotion.,awe
data\raw\wikiart\Post_Impressionism\nicolae-tonitza_spanish-woman-1928.jpg,Post_Impressionism\nicolae-tonitza_spanish-woman-1928.jpg,Post_Impressionism,nicolae-tonitza_spanish-woman-1928.jpg,There is a freakiness in her eyes I just can't quite explain,fear
data\raw\wikiart\Impressionism\armand-guillaumin_paysage-de-creuse-1897.jpg,Impressionism\armand-guillaumin_paysage-de-creuse-1897.jpg,Impressionism,armand-guillaumin_paysage-de-creuse-1897.jpg,The stillness of the water and muted colors reminds me of natures beauty.,awe
data\raw\wikiart\Post_Impressionism\le-pho_the-arrival-of-summer.jpg,Post_Impressionism\le-pho_the-arrival-of-summer.jpg,Post_Impressionism,le-pho_the-arrival-of-summer.jpg,The brush strokes really create a good blend of colors then the red flowers really pop out,awe
data\raw\wikiart\Art_Nouveau_Modern\alexandre-benois_letter-s-1904(3).jpg,Art_Nouveau_Modern\alexandre-benois_letter-s-1904(3).jpg,Art_Nouveau_Modern,alexandre-benois_letter-s-1904(3).jpg,Shopkeeper looks happy serve the customer. The colors attracted my eye to all the little trinkets,awe
data\raw\wikiart\Art_Nouveau_Modern\aubrey-beardsley_siegfried-illustration-act-ii.jpg,Art_Nouveau_Modern\aubrey-beardsley_siegfried-illustration-act-ii.jpg,Art_Nouveau_Modern,aubrey-beardsley_siegfried-illustration-act-ii.jpg,A leader watching over their land.,excitement
data\raw\wikiart\Realism\fyodor-vasilyev_road-through-a-birchwood-1869.jpg,Realism\fyodor-vasilyev_road-through-a-birchwood-1869.jpg,Realism,fyodor-vasilyev_road-through-a-birchwood-1869.jpg,"Bright colors on the trees, not dark and gloomy",contentment
data\raw\wikiart\Romanticism\gustave-dore_paradiso-canto-2.jpg,Romanticism\gustave-dore_paradiso-canto-2.jpg,Romanticism,gustave-dore_paradiso-canto-2.jpg,the people look like they are sad and unhappy about something,sadness
data\raw\wikiart\Impressionism\joaquã­n-sorolla_traditional-dress-from-the-anso-valley-1914.jpg,Impressionism\joaquã­n-sorolla_traditional-dress-from-the-anso-valley-1914.jpg,Impressionism,joaquã­n-sorolla_traditional-dress-from-the-anso-valley-1914.jpg,The people seem like they are mourning the loss of something or someone.,sadness
data\raw\wikiart\Impressionism\federico-zandomeneghi_young-girl-reading-1.jpg,Impressionism\federico-zandomeneghi_young-girl-reading-1.jpg,Impressionism,federico-zandomeneghi_young-girl-reading-1.jpg,This is a beautiful painting of a girl reading a book.,contentment
data\raw\wikiart\Art_Nouveau_Modern\raphael-kirchner_boys-and-girls-at-sea-2.jpg,Art_Nouveau_Modern\raphael-kirchner_boys-and-girls-at-sea-2.jpg,Art_Nouveau_Modern,raphael-kirchner_boys-and-girls-at-sea-2.jpg,I dlsike like the style in general - too much of a caricature.,disgust
data\raw\wikiart\Realism\isaac-levitan_barges.jpg,Realism\isaac-levitan_barges.jpg,Realism,isaac-levitan_barges.jpg,This looks like a big warship that is approaching the town that it is going to war with,fear
data\raw\wikiart\Color_Field_Painting\sam-francis_big-red-1953.jpg,Color_Field_Painting\sam-francis_big-red-1953.jpg,Color_Field_Painting,sam-francis_big-red-1953.jpg,"When I look at this I feel heat which leads to anger. It's flowers, tulips I believe which are my favorite, but it's so much red and dull. Dull red is a weird combination that does not make me happy.",anger
data\raw\wikiart\Art_Nouveau_Modern\nicholas-roerich_yaroslavna-s-lament.jpg,Art_Nouveau_Modern\nicholas-roerich_yaroslavna-s-lament.jpg,Art_Nouveau_Modern,nicholas-roerich_yaroslavna-s-lament.jpg,A simple sketch made up of soft lines puts one at ease.,contentment
data\raw\wikiart\Expressionism\amedeo-modigliani_the-zouave-1918.jpg,Expressionism\amedeo-modigliani_the-zouave-1918.jpg,Expressionism,amedeo-modigliani_the-zouave-1918.jpg,The brown color is depressing.,sadness
data\raw\wikiart\Baroque\rembrandt_self-portrait-8.jpg,Baroque\rembrandt_self-portrait-8.jpg,Baroque,rembrandt_self-portrait-8.jpg,I do not have any particular pull in emotion positive or negative towards the subject in the painting.,contentment
data\raw\wikiart\Impressionism\kimon-loghi_the-rhythm-of-music.jpg,Impressionism\kimon-loghi_the-rhythm-of-music.jpg,Impressionism,kimon-loghi_the-rhythm-of-music.jpg,The woman is laughing softly because of a funny joke,contentment
data\raw\wikiart\Impressionism\joaquã­n-sorolla_queen-victoria-eugenia-of-spain-1911.jpg,Impressionism\joaquã­n-sorolla_queen-victoria-eugenia-of-spain-1911.jpg,Impressionism,joaquã­n-sorolla_queen-victoria-eugenia-of-spain-1911.jpg,I wonder if this woman is royalty as she is dressed very well and has a tiara on.,awe
data\raw\wikiart\Impressionism\claude-monet_the-road-to-vetheuil.jpg,Impressionism\claude-monet_the-road-to-vetheuil.jpg,Impressionism,claude-monet_the-road-to-vetheuil.jpg,All the ruts in the road make this seem like this is a very popular town at the end of this road and makes me want to get there. I like how the trees almost look like a gateway to the city beyond.,excitement
data\raw\wikiart\Early_Renaissance\fra-angelico_flight-into-egypt-1452.jpg,Early_Renaissance\fra-angelico_flight-into-egypt-1452.jpg,Early_Renaissance,fra-angelico_flight-into-egypt-1452.jpg,I like the closeness of mother and baby and the vivid colors,contentment
data\raw\wikiart\Expressionism\ossip-zadkine_untitled-2.jpg,Expressionism\ossip-zadkine_untitled-2.jpg,Expressionism,ossip-zadkine_untitled-2.jpg,"Confusion. I do not know what I am looking at, here. It looks like a bunch of people, but it also looks like a tree.",something else
data\raw\wikiart\Romanticism\orest-kiprensky_portrait-of-countess-maria-alexandrovna-pototskaya-countess-sofya-alexandrovna-shuvalova-with-a-1836.jpg,Romanticism\orest-kiprensky_portrait-of-countess-maria-alexandrovna-pototskaya-countess-sofya-alexandrovna-shuvalova-with-a-1836.jpg,Romanticism,orest-kiprensky_portrait-of-countess-maria-alexandrovna-pototskaya-countess-sofya-alexandrovna-shuvalova-with-a-1836.jpg,The womans white pale skin contrasts the dark backgrounds and the golden dress on the woman on the right is glowing.,awe
data\raw\wikiart\Impressionism\edouard-manet_madame-jeanne-martin-in-a-bonnet.jpg,Impressionism\edouard-manet_madame-jeanne-martin-in-a-bonnet.jpg,Impressionism,edouard-manet_madame-jeanne-martin-in-a-bonnet.jpg,Profile of a rather hard looking woman in a elaborate hat. Her eyes are mean.,anger
data\raw\wikiart\Impressionism\periklis-vyzantios_acropolis-1955.jpg,Impressionism\periklis-vyzantios_acropolis-1955.jpg,Impressionism,periklis-vyzantios_acropolis-1955.jpg,This reminds me of an ant mound in the grass and there's a suggestion of the primary tunnel leading down under the ground beneath it with an ant or two on top.,amusement
data\raw\wikiart\Impressionism\gustave-caillebotte_square-in-paris-snowy-weather.jpg,Impressionism\gustave-caillebotte_square-in-paris-snowy-weather.jpg,Impressionism,gustave-caillebotte_square-in-paris-snowy-weather.jpg,This has a gloomy feeling about it - as if people are just tolerating their existance.,sadness
data\raw\wikiart\Impressionism\claude-monet_flowering-trees-near-the-coast-1926.jpg,Impressionism\claude-monet_flowering-trees-near-the-coast-1926.jpg,Impressionism,claude-monet_flowering-trees-near-the-coast-1926.jpg,I know that it's a picture of flowers and water but it looks like bloody fur,disgust
data\raw\wikiart\Realism\konstantinos-volanakis_1869-1875(1).jpg,Realism\konstantinos-volanakis_1869-1875(1).jpg,Realism,konstantinos-volanakis_1869-1875(1).jpg,The ship looks very cool here. The area by the sea is so peaceful and calm.,contentment
data\raw\wikiart\Symbolism\nicholas-roerich_central-himalayas.jpg,Symbolism\nicholas-roerich_central-himalayas.jpg,Symbolism,nicholas-roerich_central-himalayas.jpg,Seeing these snow-covered mountains feels so calming to me.,awe
data\raw\wikiart\Post_Impressionism\henri-de-toulouse-lautrec_portrait-of-a-woman-1888.jpg,Post_Impressionism\henri-de-toulouse-lautrec_portrait-of-a-woman-1888.jpg,Post_Impressionism,henri-de-toulouse-lautrec_portrait-of-a-woman-1888.jpg,"The woman in the sketch looks very lifelike, as well as looks like a relative of mine who passed away, thus giving me a feeling of sadness.",sadness
data\raw\wikiart\Post_Impressionism\henri-martin_herm-s-house.jpg,Post_Impressionism\henri-martin_herm-s-house.jpg,Post_Impressionism,henri-martin_herm-s-house.jpg,"The older house sat on the hill as if to say, welcome.",contentment
data\raw\wikiart\Rococo\benjamin-west_the-angel-of-the-lord-announcing-the-resurrection-1805.jpg,Rococo\benjamin-west_the-angel-of-the-lord-announcing-the-resurrection-1805.jpg,Rococo,benjamin-west_the-angel-of-the-lord-announcing-the-resurrection-1805.jpg,The angel has an epic and otherworldly feel.,awe
data\raw\wikiart\Realism\ivan-kramskoy_head-of-an-old-ukranian-peasant-1871.jpg,Realism\ivan-kramskoy_head-of-an-old-ukranian-peasant-1871.jpg,Realism,ivan-kramskoy_head-of-an-old-ukranian-peasant-1871.jpg,"This is just another portrait,, it's detailed and realistic but boring to look at.",something else
data\raw\wikiart\Romanticism\sir-lawrence-alma-tadema_proclaiming-claudius-emperor-1867.jpg,Romanticism\sir-lawrence-alma-tadema_proclaiming-claudius-emperor-1867.jpg,Romanticism,sir-lawrence-alma-tadema_proclaiming-claudius-emperor-1867.jpg,This image is confusing in that the soldiers are bowing down to royalty and royalty is begging from them.,something else
data\raw\wikiart\Impressionism\mary-cassatt_sketch-of-mother-looking-down-at-thomas-1915.jpg,Impressionism\mary-cassatt_sketch-of-mother-looking-down-at-thomas-1915.jpg,Impressionism,mary-cassatt_sketch-of-mother-looking-down-at-thomas-1915.jpg,The mother is leaning down to give the child a kiss,contentment
data\raw\wikiart\Early_Renaissance\domenico-ghirlandaio_confirmation-of-the-rule.jpg,Early_Renaissance\domenico-ghirlandaio_confirmation-of-the-rule.jpg,Early_Renaissance,domenico-ghirlandaio_confirmation-of-the-rule.jpg,This looks like people seeking an audience with the Pope and reminds me of attending Mass,awe
data\raw\wikiart\Art_Nouveau_Modern\serge-sudeikin_curtain-design-with-doll.jpg,Art_Nouveau_Modern\serge-sudeikin_curtain-design-with-doll.jpg,Art_Nouveau_Modern,serge-sudeikin_curtain-design-with-doll.jpg,I hate dolls and think they're scary; this one appears to be coming to life since its arms are outstretched,fear
data\raw\wikiart\Expressionism\jury-annenkov_illustration-to-aleksander-blok-s-poem-the-twelve-1918-2.jpg,Expressionism\jury-annenkov_illustration-to-aleksander-blok-s-poem-the-twelve-1918-2.jpg,Expressionism,jury-annenkov_illustration-to-aleksander-blok-s-poem-the-twelve-1918-2.jpg,"This piece is incredibly intriguing, as it appears to be some sort of propaganda piece from eastern Europe during WWII, as noted by the German flag and Kaiser's crown.",something else
data\raw\wikiart\Realism\ilya-repin_portrait-of-sophia-dragomirova-1889.jpg,Realism\ilya-repin_portrait-of-sophia-dragomirova-1889.jpg,Realism,ilya-repin_portrait-of-sophia-dragomirova-1889.jpg,That face looks amazing!,awe
data\raw\wikiart\High_Renaissance\andrea-mantegna_soldiers.jpg,High_Renaissance\andrea-mantegna_soldiers.jpg,High_Renaissance,andrea-mantegna_soldiers.jpg,looking unfinished but full of angst due to the subject's expression,something else
data\raw\wikiart\Rococo\pietro-longhi_the-artist-s-studio.jpg,Rococo\pietro-longhi_the-artist-s-studio.jpg,Rococo,pietro-longhi_the-artist-s-studio.jpg,It looks like some elitists trying to show off their grandness,anger
data\raw\wikiart\Romanticism\alexander-shilov_galya-1988(4).jpg,Romanticism\alexander-shilov_galya-1988(4).jpg,Romanticism,alexander-shilov_galya-1988(4).jpg,"I feel good for the woman in the portrait. She has her favorite jewelry and dress, and she seems genuinely pleased and happy.",amusement
data\raw\wikiart\Romanticism\viktor-vasnetsov_a-knight-1883.jpg,Romanticism\viktor-vasnetsov_a-knight-1883.jpg,Romanticism,viktor-vasnetsov_a-knight-1883.jpg,The individual seems to be in the process of laying their sins to God. Or it seems they could be in the process of getting knighted.,awe
data\raw\wikiart\Expressionism\georges-braque_the-studio-i-1949.jpg,Expressionism\georges-braque_the-studio-i-1949.jpg,Expressionism,georges-braque_the-studio-i-1949.jpg,Inspired since this person is taking a white vase & painting a different picture of it,something else
data\raw\wikiart\Impressionism\pierre-auguste-renoir_smiling-young-girl.jpg,Impressionism\pierre-auguste-renoir_smiling-young-girl.jpg,Impressionism,pierre-auguste-renoir_smiling-young-girl.jpg,The little girl looks like a ghost since her teeth are so pronounced and her skin is so pale,fear
