full_path,relative_path,style,filename,caption,emotion
data\raw\wikiart\Post_Impressionism\ferdynand-ruszczyc_ob-ok-1902.jpg,Post_Impressionism\ferdynand-ruszczyc_ob-ok-1902.jpg,Post_Impressionism,ferdynand-ruszczyc_ob-ok-1902.jpg,This scene looks relaxing. Like a country night skyline.,contentment
data\raw\wikiart\Pop_Art\peter-blake_the-toy-shop-1962.jpg,Pop_Art\peter-blake_the-toy-shop-1962.jpg,Pop_Art,peter-blake_the-toy-shop-1962.jpg,I could see this display being in a quaint local village,contentment
data\raw\wikiart\Art_Nouveau_Modern\nicholas-roerich_rostov-veliky-kremlin.jpg,Art_Nouveau_Modern\nicholas-roerich_rostov-veliky-kremlin.jpg,Art_Nouveau_Modern,nicholas-roerich_rostov-veliky-kremlin.jpg,Picture makes me feel good..I love the moody color choices and how it rrally captures a rather sad feeling.,something else
data\raw\wikiart\Abstract_Expressionism\jane-frank_untitled.jpg,Abstract_Expressionism\jane-frank_untitled.jpg,Abstract_Expressionism,jane-frank_untitled.jpg,I am interested in this painting. The color contrast and the show of testure have me interested.,something else
data\raw\wikiart\Romanticism\edward-burne-jones_the-wizard.jpg,Romanticism\edward-burne-jones_the-wizard.jpg,Romanticism,edward-burne-jones_the-wizard.jpg,The warm colors and the people's expressions sends a distinct feeling of contentment to me.,contentment
data\raw\wikiart\Romanticism\dante-gabriel-rossetti_image-of-a-sketch-and-poem-showing-subject-and-author-1869.jpg,Romanticism\dante-gabriel-rossetti_image-of-a-sketch-and-poem-showing-subject-and-author-1869.jpg,Romanticism,dante-gabriel-rossetti_image-of-a-sketch-and-poem-showing-subject-and-author-1869.jpg,The animals appears dead while a man is crying with somber colors,sadness
data\raw\wikiart\Realism\camille-corot_stoller-in-the-fontainebleau-forest.jpg,Realism\camille-corot_stoller-in-the-fontainebleau-forest.jpg,Realism,camille-corot_stoller-in-the-fontainebleau-forest.jpg,"The dark rocks look ominous and brooding, contrasting to the bright blue sky.",something else
data\raw\wikiart\Romanticism\cornelis-springer_market-oudewater.jpg,Romanticism\cornelis-springer_market-oudewater.jpg,Romanticism,cornelis-springer_market-oudewater.jpg,The painting gives you a peaceful 'calm village' vibe,contentment
data\raw\wikiart\Expressionism\julio-pomar_gadanheiro-1945.jpg,Expressionism\julio-pomar_gadanheiro-1945.jpg,Expressionism,julio-pomar_gadanheiro-1945.jpg,I think he's probably a slave and does not seem to be enjoying the task at hand.,sadness
data\raw\wikiart\Mannerism_Late_Renaissance\rosso-fiorentino_assumption-of-the-virgin-detail-1517.jpg,Mannerism_Late_Renaissance\rosso-fiorentino_assumption-of-the-virgin-detail-1517.jpg,Mannerism_Late_Renaissance,rosso-fiorentino_assumption-of-the-virgin-detail-1517.jpg,Some of the facial expressions on the people in this painting are quite distressed like something bad is going to happen,fear
data\raw\wikiart\Baroque\rembrandt_two-negroes-1661.jpg,Baroque\rembrandt_two-negroes-1661.jpg,Baroque,rembrandt_two-negroes-1661.jpg,One person in the painting looks strong and dignified while the other looks very sad.,awe
data\raw\wikiart\Naive_Art_Primitivism\pablo-picasso_landscape-1928.jpg,Naive_Art_Primitivism\pablo-picasso_landscape-1928.jpg,Naive_Art_Primitivism,pablo-picasso_landscape-1928.jpg,A wonderful arrangement of soft pastels all tucked away in a misty teal background.,awe
data\raw\wikiart\Post_Impressionism\augustus-john_two-disciples-1911.jpg,Post_Impressionism\augustus-john_two-disciples-1911.jpg,Post_Impressionism,augustus-john_two-disciples-1911.jpg,The facial expressions make it seem like the man is sacrificing the woman.,sadness
data\raw\wikiart\Rococo\giovanni-domenico-tiepolo_summer-stroll-1757.jpg,Rococo\giovanni-domenico-tiepolo_summer-stroll-1757.jpg,Rococo,giovanni-domenico-tiepolo_summer-stroll-1757.jpg,That these poor women/their society are making themselves wear so many clothes in such intense heat is sad.,sadness
data\raw\wikiart\Art_Nouveau_Modern\ferdinand-hodler_cavalryman-striding-a-horse-1908.jpg,Art_Nouveau_Modern\ferdinand-hodler_cavalryman-striding-a-horse-1908.jpg,Art_Nouveau_Modern,ferdinand-hodler_cavalryman-striding-a-horse-1908.jpg,The simple pencil drawing of the moving horse gives you a sense of the humbled majesty of nature.,awe
data\raw\wikiart\Romanticism\camille-corot_orpheus-leading-eurydice-from-the-underworld-1861.jpg,Romanticism\camille-corot_orpheus-leading-eurydice-from-the-underworld-1861.jpg,Romanticism,camille-corot_orpheus-leading-eurydice-from-the-underworld-1861.jpg,i'm curious to figure out where these people are going and what they are doing. looks like they found something interesting,awe
data\raw\wikiart\Impressionism\edouard-manet_lilac-and-roses-1883.jpg,Impressionism\edouard-manet_lilac-and-roses-1883.jpg,Impressionism,edouard-manet_lilac-and-roses-1883.jpg,"There is nothing like a gentle view of some flowers in a vase that brings a breath of relaxation to the soul, and you get that with this painting.",contentment
data\raw\wikiart\Abstract_Expressionism\richard-tuttle_the-duck-iv-1987.jpg,Abstract_Expressionism\richard-tuttle_the-duck-iv-1987.jpg,Abstract_Expressionism,richard-tuttle_the-duck-iv-1987.jpg,This painting looks like it could be made out of paper or wood.,contentment
data\raw\wikiart\Cubism\natalia-goncharova_liturgy-st-andrew.jpg,Cubism\natalia-goncharova_liturgy-st-andrew.jpg,Cubism,natalia-goncharova_liturgy-st-andrew.jpg,the interesting angles combined with what looks like jesus and the different shades of red is quite interesting and also amusing,amusement
data\raw\wikiart\Romanticism\john-trumbull_the-surrender-of-the-hessian-troops-at-the-battle-of-trenton-1786.jpg,Romanticism\john-trumbull_the-surrender-of-the-hessian-troops-at-the-battle-of-trenton-1786.jpg,Romanticism,john-trumbull_the-surrender-of-the-hessian-troops-at-the-battle-of-trenton-1786.jpg,blood has been spilled - expect even more in the future,fear
data\raw\wikiart\Romanticism\francesco-hayez_overlapping-wife-back-position-on-the-swing.jpg,Romanticism\francesco-hayez_overlapping-wife-back-position-on-the-swing.jpg,Romanticism,francesco-hayez_overlapping-wife-back-position-on-the-swing.jpg,The image looks unclear and I am having trouble seeing what the two individuals are actually doing.,something else
data\raw\wikiart\High_Renaissance\titian_supper-at-emmaus.jpg,High_Renaissance\titian_supper-at-emmaus.jpg,High_Renaissance,titian_supper-at-emmaus.jpg,The light and brightness on Jesus and the white tablecloth stand out against the dark black around the painting.,awe
data\raw\wikiart\Symbolism\pierre-puvis-de-chavannes_st-genevieve-as-a-child-in-prayer.jpg,Symbolism\pierre-puvis-de-chavannes_st-genevieve-as-a-child-in-prayer.jpg,Symbolism,pierre-puvis-de-chavannes_st-genevieve-as-a-child-in-prayer.jpg,The woman is praying with such intensity that a cross has appeared in front of her,awe
data\raw\wikiart\Impressionism\odilon-redon_peyrelebade-landscape-1880.jpg,Impressionism\odilon-redon_peyrelebade-landscape-1880.jpg,Impressionism,odilon-redon_peyrelebade-landscape-1880.jpg,The landscape pops due to the contrast from the green in the tree leafs and the solid green-blue sky.,awe
data\raw\wikiart\Impressionism\pierre-auguste-renoir_leontine-reading-1909-1.jpg,Impressionism\pierre-auguste-renoir_leontine-reading-1909-1.jpg,Impressionism,pierre-auguste-renoir_leontine-reading-1909-1.jpg,A married woman seems to be praying with her hands crossed,contentment
data\raw\wikiart\Symbolism\nicholas-roerich_yaroslav-is-glad-for-kiev-1938.jpg,Symbolism\nicholas-roerich_yaroslav-is-glad-for-kiev-1938.jpg,Symbolism,nicholas-roerich_yaroslav-is-glad-for-kiev-1938.jpg,Indifference - the lack of any real perspective and colour is off putting,something else
data\raw\wikiart\High_Renaissance\leonardo-da-vinci_anatomical-studies-of-the-shoulder.jpg,High_Renaissance\leonardo-da-vinci_anatomical-studies-of-the-shoulder.jpg,High_Renaissance,leonardo-da-vinci_anatomical-studies-of-the-shoulder.jpg,Curiosity. This looks like a page from an old book with information on it. What do the words say? I'm not viewing it as art.,something else
data\raw\wikiart\Expressionism\paula-modersohn-becker_elizabeth-with-hens-under-an-apple-tree-1902.jpg,Expressionism\paula-modersohn-becker_elizabeth-with-hens-under-an-apple-tree-1902.jpg,Expressionism,paula-modersohn-becker_elizabeth-with-hens-under-an-apple-tree-1902.jpg,"Reminds me of the time my siblings lived with out grandparents who had chickens, and hogs and a big garden.",something else
data\raw\wikiart\Post_Impressionism\kimon-loghi_on-the-lakeshore-1.jpg,Post_Impressionism\kimon-loghi_on-the-lakeshore-1.jpg,Post_Impressionism,kimon-loghi_on-the-lakeshore-1.jpg,"The sky is a pale shade of turquoise, which is very pretty and soothing",contentment
data\raw\wikiart\Symbolism\felicien-rops_at-a-dinner-of-atheists.jpg,Symbolism\felicien-rops_at-a-dinner-of-atheists.jpg,Symbolism,felicien-rops_at-a-dinner-of-atheists.jpg,The hazy look to the painting makes this look very relaxed and serene,contentment
data\raw\wikiart\Post_Impressionism\franz-marc_two-bathing-girls-1909.jpg,Post_Impressionism\franz-marc_two-bathing-girls-1909.jpg,Post_Impressionism,franz-marc_two-bathing-girls-1909.jpg,The greens and flesh tones in this are very mild and it reminds me of sirens sitting there waiting to lure in a man,contentment
data\raw\wikiart\Realism\ilya-repin_portrait-of-yanitskaya-1865.jpg,Realism\ilya-repin_portrait-of-yanitskaya-1865.jpg,Realism,ilya-repin_portrait-of-yanitskaya-1865.jpg,while the blue and green add energy to the painting the expression on the face appears sad and sullen,sadness
data\raw\wikiart\Symbolism\odilon-redon_lenore.jpg,Symbolism\odilon-redon_lenore.jpg,Symbolism,odilon-redon_lenore.jpg,There is something unsettling about the tall woman in the background,fear
data\raw\wikiart\Impressionism\konstantin-makovsky_portrait-of-artist-s-daughter-olya.jpg,Impressionism\konstantin-makovsky_portrait-of-artist-s-daughter-olya.jpg,Impressionism,konstantin-makovsky_portrait-of-artist-s-daughter-olya.jpg,The woman's cheeks are flushed because she's sexually excited,excitement
data\raw\wikiart\Post_Impressionism\abraham-manievich_autumn-day.jpg,Post_Impressionism\abraham-manievich_autumn-day.jpg,Post_Impressionism,abraham-manievich_autumn-day.jpg,the trees lack of life and the open shutters on the house,fear
data\raw\wikiart\Mannerism_Late_Renaissance\tintoretto_moses-drawing-water-from-the-rock-1577.jpg,Mannerism_Late_Renaissance\tintoretto_moses-drawing-water-from-the-rock-1577.jpg,Mannerism_Late_Renaissance,tintoretto_moses-drawing-water-from-the-rock-1577.jpg,"I'm almost intrigued by the image because there is so much to look at, I feel there's always something different to look at.",amusement
data\raw\wikiart\Baroque\rembrandt_jacob-blessing-the-children-of-joseph-1656.jpg,Baroque\rembrandt_jacob-blessing-the-children-of-joseph-1656.jpg,Baroque,rembrandt_jacob-blessing-the-children-of-joseph-1656.jpg,The old man on the left looks like he is sick and he is saying his goodbyes to his family before he passes on.,sadness
data\raw\wikiart\Romanticism\franz-richard-unterberger_genoa.jpg,Romanticism\franz-richard-unterberger_genoa.jpg,Romanticism,franz-richard-unterberger_genoa.jpg,The scenery of this old city are beautiful.,awe
data\raw\wikiart\Realism\ivan-shishkin_forest-hut-1892.jpg,Realism\ivan-shishkin_forest-hut-1892.jpg,Realism,ivan-shishkin_forest-hut-1892.jpg,The scene is full of tall majestic trees and wild nature.,awe
data\raw\wikiart\Romanticism\cornelis-springer_the-corner-of-westerstraat-and-tabakstraat-in-enkhuizen-1873.jpg,Romanticism\cornelis-springer_the-corner-of-westerstraat-and-tabakstraat-in-enkhuizen-1873.jpg,Romanticism,cornelis-springer_the-corner-of-westerstraat-and-tabakstraat-in-enkhuizen-1873.jpg,The architecture and the horses are beautiful together.,awe
data\raw\wikiart\Symbolism\salvador-dali_vox-clamantis-1967.jpg,Symbolism\salvador-dali_vox-clamantis-1967.jpg,Symbolism,salvador-dali_vox-clamantis-1967.jpg,"confused, i have no idea what the painting is supposed to be about",something else
data\raw\wikiart\Romanticism\john-constable_old-sarum-1829.jpg,Romanticism\john-constable_old-sarum-1829.jpg,Romanticism,john-constable_old-sarum-1829.jpg,It's UFO-y. It reminds me of Close Encounters of the Third Kind.,amusement
data\raw\wikiart\Ukiyo_e\kitagawa-utamaro_not_detected_233129.jpg,Ukiyo_e\kitagawa-utamaro_not_detected_233129.jpg,Ukiyo_e,kitagawa-utamaro_not_detected_233129.jpg,The woman looked distressed because they are wearing too much clothing.,sadness
data\raw\wikiart\Art_Nouveau_Modern\jose-de-almada-negreiros_capa-da-revista-contempor-nea-1915.jpg,Art_Nouveau_Modern\jose-de-almada-negreiros_capa-da-revista-contempor-nea-1915.jpg,Art_Nouveau_Modern,jose-de-almada-negreiros_capa-da-revista-contempor-nea-1915.jpg,relaxing and satisfying because it is so simple,contentment
data\raw\wikiart\Symbolism\franklin-carmichael_a-grey-day-1928.jpg,Symbolism\franklin-carmichael_a-grey-day-1928.jpg,Symbolism,franklin-carmichael_a-grey-day-1928.jpg,The colors are dark and unsettling.,fear
data\raw\wikiart\Impressionism\antoine-blanchard_la-gare-dorleans-et-le-quai-dorsay.jpg,Impressionism\antoine-blanchard_la-gare-dorleans-et-le-quai-dorsay.jpg,Impressionism,antoine-blanchard_la-gare-dorleans-et-le-quai-dorsay.jpg,The city is alive with formality and manners as people maneuver through a grand setting.,contentment
data\raw\wikiart\Realism\gustave-courbet_the-sleeping-embroiderer-1853.jpg,Realism\gustave-courbet_the-sleeping-embroiderer-1853.jpg,Realism,gustave-courbet_the-sleeping-embroiderer-1853.jpg,IT looks like she fell asleep while working. The double chin is adorable.,contentment
data\raw\wikiart\Art_Nouveau_Modern\jacek-malczewski_st-john-and-salome.jpg,Art_Nouveau_Modern\jacek-malczewski_st-john-and-salome.jpg,Art_Nouveau_Modern,jacek-malczewski_st-john-and-salome.jpg,"I'm sure this is supposed to be somewhat serious, but the expressions are priceless and smug to me and good for a chuckle.",amusement
data\raw\wikiart\Expressionism\edvard-munch_melancholy-1892.jpg,Expressionism\edvard-munch_melancholy-1892.jpg,Expressionism,edvard-munch_melancholy-1892.jpg,Too simplistic; not sure if the focus is on the man's face or the light in the distance.,contentment
data\raw\wikiart\Cubism\jean-metzinger_femme-assise-en-robe-bleue-1950.jpg,Cubism\jean-metzinger_femme-assise-en-robe-bleue-1950.jpg,Cubism,jean-metzinger_femme-assise-en-robe-bleue-1950.jpg,because of the sharp edges and the dark colors of the coffee cup.,amusement
data\raw\wikiart\Impressionism\william-merritt-chase_harbor-scene-brooklyn-docks.jpg,Impressionism\william-merritt-chase_harbor-scene-brooklyn-docks.jpg,Impressionism,william-merritt-chase_harbor-scene-brooklyn-docks.jpg,"The smokestacks in the background are pumping black smoke into the air, polluting everything in sight.",disgust
data\raw\wikiart\Post_Impressionism\pablo-picasso_still-life-the-dessert-1901.jpg,Post_Impressionism\pablo-picasso_still-life-the-dessert-1901.jpg,Post_Impressionism,pablo-picasso_still-life-the-dessert-1901.jpg,A wonderful table full of many yummy treats that are also colorful.,excitement
data\raw\wikiart\Romanticism\ivan-aivazovsky_sea-view.jpg,Romanticism\ivan-aivazovsky_sea-view.jpg,Romanticism,ivan-aivazovsky_sea-view.jpg,The brown does make the sky look like night fall.,excitement
data\raw\wikiart\Art_Nouveau_Modern\koloman-moser_girl-in-landscape-1898.jpg,Art_Nouveau_Modern\koloman-moser_girl-in-landscape-1898.jpg,Art_Nouveau_Modern,koloman-moser_girl-in-landscape-1898.jpg,This drawing looks to be undeveloped but the woman is very clear to see.,something else
data\raw\wikiart\Impressionism\camille-pissarro_steamboats-1883.jpg,Impressionism\camille-pissarro_steamboats-1883.jpg,Impressionism,camille-pissarro_steamboats-1883.jpg,The feeling i get from this painting is of important business being done.,something else
data\raw\wikiart\Impressionism\alfred-sisley_moret-sur-loing-1888.jpg,Impressionism\alfred-sisley_moret-sur-loing-1888.jpg,Impressionism,alfred-sisley_moret-sur-loing-1888.jpg,Nice peaceful photo that displays a nice nature scene.,contentment
data\raw\wikiart\Cubism\gino-severini_still-life-1955.jpg,Cubism\gino-severini_still-life-1955.jpg,Cubism,gino-severini_still-life-1955.jpg,Abstract with interesting colors of multi colors and geometric shapes.,amusement
data\raw\wikiart\Baroque\joseph-wright_benjamin-franklin-1782.jpg,Baroque\joseph-wright_benjamin-franklin-1782.jpg,Baroque,joseph-wright_benjamin-franklin-1782.jpg,Ben Franklin puts away his kite and poses for the $50 bill.,awe
data\raw\wikiart\Northern_Renaissance\hieronymus-bosch_various-sketches-and-a-beggar-1516.jpg,Northern_Renaissance\hieronymus-bosch_various-sketches-and-a-beggar-1516.jpg,Northern_Renaissance,hieronymus-bosch_various-sketches-and-a-beggar-1516.jpg,It feels like the man sitting is drinking a bowl of soup and the dogs upright and upside down is a good contrast!,awe
data\raw\wikiart\Impressionism\pierre-auguste-renoir_reclining-semi-nude-nude-male-half-length-1900.jpg,Impressionism\pierre-auguste-renoir_reclining-semi-nude-nude-male-half-length-1900.jpg,Impressionism,pierre-auguste-renoir_reclining-semi-nude-nude-male-half-length-1900.jpg,the girls light colored skin tone contrasts her cover.,excitement
data\raw\wikiart\Northern_Renaissance\rogier-van-der-weyden_lamentation-1441.jpg,Northern_Renaissance\rogier-van-der-weyden_lamentation-1441.jpg,Northern_Renaissance,rogier-van-der-weyden_lamentation-1441.jpg,"A thin, emaciated man appears to be dead, making for a sad sight.",sadness
data\raw\wikiart\Post_Impressionism\maurice-utrillo_landscape-in-saint-bernard.jpg,Post_Impressionism\maurice-utrillo_landscape-in-saint-bernard.jpg,Post_Impressionism,maurice-utrillo_landscape-in-saint-bernard.jpg,This photo is somewhat relaxing. It seems like people are heading away from something. It feels like heading home after a long day. I like how the grass meets the path and I wonder which direction the people are coming from. And where have they been?,contentment
data\raw\wikiart\Realism\boris-kustodiev_portrait-of-m-v-dobuzhinsky-at-the-table-1913.jpg,Realism\boris-kustodiev_portrait-of-m-v-dobuzhinsky-at-the-table-1913.jpg,Realism,boris-kustodiev_portrait-of-m-v-dobuzhinsky-at-the-table-1913.jpg,The spread of food on the time looks pleasing and inviting,contentment
data\raw\wikiart\Symbolism\konstantin-bogaevsky_landscape-1908.jpg,Symbolism\konstantin-bogaevsky_landscape-1908.jpg,Symbolism,konstantin-bogaevsky_landscape-1908.jpg,"Looks like a peaceful entrance to a rain forest. It's all nature, no people.",contentment
data\raw\wikiart\Fauvism\kees-van-dongen_the-comode-1910.jpg,Fauvism\kees-van-dongen_the-comode-1910.jpg,Fauvism,kees-van-dongen_the-comode-1910.jpg,Feels like a nice clean bedroom area,contentment
data\raw\wikiart\Impressionism\childe-hassam_summer-evening.jpg,Impressionism\childe-hassam_summer-evening.jpg,Impressionism,childe-hassam_summer-evening.jpg,"The painting overall seems boring but well done, I like the roses, but the woman oddly looks like she's afraid of the flowers or is pushing them away",contentment
data\raw\wikiart\Northern_Renaissance\albrecht-durer_lectern-with-books.jpg,Northern_Renaissance\albrecht-durer_lectern-with-books.jpg,Northern_Renaissance,albrecht-durer_lectern-with-books.jpg,a short bench with an open book has a oval box and binded book beneeth it,contentment
data\raw\wikiart\Impressionism\eugene-boudin_fervaques-the-main-street.jpg,Impressionism\eugene-boudin_fervaques-the-main-street.jpg,Impressionism,eugene-boudin_fervaques-the-main-street.jpg,"don't feel much looking at this - no clear definition of characters or street, colors are dull and uninteresting",something else
data\raw\wikiart\Impressionism\joaquã­n-sorolla_the-breackwater-san-sebastian.jpg,Impressionism\joaquã­n-sorolla_the-breackwater-san-sebastian.jpg,Impressionism,joaquã­n-sorolla_the-breackwater-san-sebastian.jpg,The figures seem quite lovely in the way they observe the beauty of the hills beyond.,awe
data\raw\wikiart\Contemporary_Realism\lucian-freud_sleeping-nude.jpg,Contemporary_Realism\lucian-freud_sleeping-nude.jpg,Contemporary_Realism,lucian-freud_sleeping-nude.jpg,The sleeping woman looks peaceful and serene.,awe
data\raw\wikiart\Abstract_Expressionism\sam-francis_untitled-sfp89-105-1989.jpg,Abstract_Expressionism\sam-francis_untitled-sfp89-105-1989.jpg,Abstract_Expressionism,sam-francis_untitled-sfp89-105-1989.jpg,"very fun splatter painting, i like the colors and how it drips off the canvas",amusement
data\raw\wikiart\Impressionism\konstantinos-volanakis_washing-women-at-the-river.jpg,Impressionism\konstantinos-volanakis_washing-women-at-the-river.jpg,Impressionism,konstantinos-volanakis_washing-women-at-the-river.jpg,The golden sky looks like it is glowing over the field workers.,awe
data\raw\wikiart\Impressionism\gustave-caillebotte_the-harbour-of-argentueil.jpg,Impressionism\gustave-caillebotte_the-harbour-of-argentueil.jpg,Impressionism,gustave-caillebotte_the-harbour-of-argentueil.jpg,The colors are so relaxing in this picture. The way the sails are down on the boats make it seem like they are not in a hurry to go anywhere. They are just going with the flow.,contentment
data\raw\wikiart\Post_Impressionism\viorel-marginean_peacock-2.jpg,Post_Impressionism\viorel-marginean_peacock-2.jpg,Post_Impressionism,viorel-marginean_peacock-2.jpg,The queen of jungle peacock flaunting her long beautiful tail looks like the long hair of the princess in the fairy tales.,awe
data\raw\wikiart\Early_Renaissance\pietro-perugino_cathedral-of-sansepolcro-internal.jpg,Early_Renaissance\pietro-perugino_cathedral-of-sansepolcro-internal.jpg,Early_Renaissance,pietro-perugino_cathedral-of-sansepolcro-internal.jpg,The cherub heads surrounding the image of jesus made me laugh.,amusement
data\raw\wikiart\Post_Impressionism\theo-van-doesburg_still-life-1906.jpg,Post_Impressionism\theo-van-doesburg_still-life-1906.jpg,Post_Impressionism,theo-van-doesburg_still-life-1906.jpg,"The dull, green colors of the plates makes for a dull, boring scene.",fear
data\raw\wikiart\Color_Field_Painting\morris-louis_number-6-1962.jpg,Color_Field_Painting\morris-louis_number-6-1962.jpg,Color_Field_Painting,morris-louis_number-6-1962.jpg,The long colorful strips remind me of a long candle that has been burning for a long time.,something else
data\raw\wikiart\Impressionism\arthur-verona_in-the-garden-with-flowers.jpg,Impressionism\arthur-verona_in-the-garden-with-flowers.jpg,Impressionism,arthur-verona_in-the-garden-with-flowers.jpg,"When I see this painting I feel contentment because the lady in the garden looks like she is picking fresh flowers, she looks so relaxed.",contentment
data\raw\wikiart\Realism\vincent-van-gogh_scheveningen-woman-knitting-1881.jpg,Realism\vincent-van-gogh_scheveningen-woman-knitting-1881.jpg,Realism,vincent-van-gogh_scheveningen-woman-knitting-1881.jpg,The loneliness of life by oneself in old age is depressive.,sadness
data\raw\wikiart\Realism\isaac-levitan_a-river-1.jpg,Realism\isaac-levitan_a-river-1.jpg,Realism,isaac-levitan_a-river-1.jpg,The reflection reminds me of looking in a mirror and looks so real.,awe
data\raw\wikiart\Impressionism\james-mcneill-whistler_portrait-of-miss-amy-brandon-thomas.jpg,Impressionism\james-mcneill-whistler_portrait-of-miss-amy-brandon-thomas.jpg,Impressionism,james-mcneill-whistler_portrait-of-miss-amy-brandon-thomas.jpg,"The baby looks happy, healthy and well cared for.",contentment
data\raw\wikiart\Impressionism\kimon-loghi_springtime.jpg,Impressionism\kimon-loghi_springtime.jpg,Impressionism,kimon-loghi_springtime.jpg,"Beautiful pink leaves and flowers, like a fresh spring day.",awe
data\raw\wikiart\Realism\valentin-serov_grand-eagle-cup-1910.jpg,Realism\valentin-serov_grand-eagle-cup-1910.jpg,Realism,valentin-serov_grand-eagle-cup-1910.jpg,"The men and woman are dressed in their finest, most elaborate clothing for a fancy ball",awe
data\raw\wikiart\Impressionism\lovis-corinth_self-portrait-with-his-wife-and-a-glass-of-champagne-1902.jpg,Impressionism\lovis-corinth_self-portrait-with-his-wife-and-a-glass-of-champagne-1902.jpg,Impressionism,lovis-corinth_self-portrait-with-his-wife-and-a-glass-of-champagne-1902.jpg,The two individuals appear quite well acquainted in this scene. I find their casual nature and candor quite funny.,excitement
data\raw\wikiart\Baroque\peter-paul-rubens_diana-returning-from-hunt.jpg,Baroque\peter-paul-rubens_diana-returning-from-hunt.jpg,Baroque,peter-paul-rubens_diana-returning-from-hunt.jpg,The man seated looks lovingly at the women clothed in red.,contentment
data\raw\wikiart\Impressionism\camille-pissarro_the-road-from-versailles-to-saint-germain-louveciennes-snow-effect-1872.jpg,Impressionism\camille-pissarro_the-road-from-versailles-to-saint-germain-louveciennes-snow-effect-1872.jpg,Impressionism,camille-pissarro_the-road-from-versailles-to-saint-germain-louveciennes-snow-effect-1872.jpg,The sky matches with the ground. Great colors making the building stand out.,excitement
data\raw\wikiart\Post_Impressionism\bertalan-por_landscape-in-krahovice-1914.jpg,Post_Impressionism\bertalan-por_landscape-in-krahovice-1914.jpg,Post_Impressionism,bertalan-por_landscape-in-krahovice-1914.jpg,Reminds me of a golf course and I love golf,contentment
data\raw\wikiart\Cubism\lyonel-feininger_harbor-mole-1913.jpg,Cubism\lyonel-feininger_harbor-mole-1913.jpg,Cubism,lyonel-feininger_harbor-mole-1913.jpg,The painting looks to have a picture of a man in the middle but hes made up of shapes.,awe
data\raw\wikiart\Art_Nouveau_Modern\nicholas-roerich_the-saviour-over-the-door-1913.jpg,Art_Nouveau_Modern\nicholas-roerich_the-saviour-over-the-door-1913.jpg,Art_Nouveau_Modern,nicholas-roerich_the-saviour-over-the-door-1913.jpg,This is not a picture that I really like or dislike I feel like it is a poor choice of use of space,something else
data\raw\wikiart\Impressionism\childe-hassam_jelly-fish.jpg,Impressionism\childe-hassam_jelly-fish.jpg,Impressionism,childe-hassam_jelly-fish.jpg,"This looks like a bare rock, but plants are growing on it.",contentment
data\raw\wikiart\Romanticism\sir-lawrence-alma-tadema_loves-votaries-1891.jpg,Romanticism\sir-lawrence-alma-tadema_loves-votaries-1891.jpg,Romanticism,sir-lawrence-alma-tadema_loves-votaries-1891.jpg,The young woman is tugging her friend in a playful manner.,amusement
data\raw\wikiart\Naive_Art_Primitivism\grã©goire-michonze_in-the-village-1960.jpg,Naive_Art_Primitivism\grã©goire-michonze_in-the-village-1960.jpg,Naive_Art_Primitivism,grã©goire-michonze_in-the-village-1960.jpg,"A family camping, the females in colorful dresses, eat a picnic beside a tent while little boys play in a dreamy setting of nostalgia. The number and variety of animals grazing in the gold and emerald grasses make it look like this family is camping in Paradise. Limestone cliffs, crystal water, and a castle on an island continue this appearance of fantasy.",contentment
data\raw\wikiart\Cubism\pablo-picasso_bust-of-woman-1936.jpg,Cubism\pablo-picasso_bust-of-woman-1936.jpg,Cubism,pablo-picasso_bust-of-woman-1936.jpg,"The face is distorted, and I am not sure why.",something else
data\raw\wikiart\Northern_Renaissance\hieronymus-bosch_the-garden-of-earthly-delights-1516-9.jpg,Northern_Renaissance\hieronymus-bosch_the-garden-of-earthly-delights-1516-9.jpg,Northern_Renaissance,hieronymus-bosch_the-garden-of-earthly-delights-1516-9.jpg,it is funny fun the naked kids on the horses,amusement
data\raw\wikiart\Impressionism\childe-hassam_duck-island-isles-of-shoals-1906.jpg,Impressionism\childe-hassam_duck-island-isles-of-shoals-1906.jpg,Impressionism,childe-hassam_duck-island-isles-of-shoals-1906.jpg,That bright blue water is stunning against the lightened color of the rocks in the water,contentment
data\raw\wikiart\Expressionism\ernst-ludwig-kirchner_cattles-in-the-spring.jpg,Expressionism\ernst-ludwig-kirchner_cattles-in-the-spring.jpg,Expressionism,ernst-ludwig-kirchner_cattles-in-the-spring.jpg,It looks like one animal killed another. The people are just standing there watching.,sadness
data\raw\wikiart\Impressionism\periklis-vyzantios_landscape-with-trees.jpg,Impressionism\periklis-vyzantios_landscape-with-trees.jpg,Impressionism,periklis-vyzantios_landscape-with-trees.jpg,The blue makes the scene feel friendly and inviting and projects the fact that water is life.,contentment
data\raw\wikiart\Impressionism\pierre-auguste-renoir_two-little-girls.jpg,Impressionism\pierre-auguste-renoir_two-little-girls.jpg,Impressionism,pierre-auguste-renoir_two-little-girls.jpg,There is a sweetness to the scene. Reminds me of my wife and her little sister.,contentment
data\raw\wikiart\Realism\isaac-levitan_by-the-creek-1899.jpg,Realism\isaac-levitan_by-the-creek-1899.jpg,Realism,isaac-levitan_by-the-creek-1899.jpg,The scene is peaceful and the unclear outlines of the foreground make it seem it's in a dream.,contentment
