full_path,relative_path,style,filename,caption,emotion
data\raw\wikiart\Early_Renaissance\giovanni-bellini_pieta-with-the-virgin-and-st-john.jpg,Early_Renaissance\giovanni-bellini_pieta-with-the-virgin-and-st-john.jpg,Early_Renaissance,giovanni-bellini_pieta-with-the-virgin-and-st-john.jpg,Instead of crying they should be tending to his wounds.,sadness
data\raw\wikiart\Realism\ilya-repin_head-of-a-man-1882.jpg,Realism\ilya-repin_head-of-a-man-1882.jpg,Realism,ilya-repin_head-of-a-man-1882.jpg,"Although the colors blue and green calming, its eery that his face is darkened and you can’t see detail.",fear
data\raw\wikiart\Rococo\canaletto_alnwick-castle-1747.jpg,Rococo\canaletto_alnwick-castle-1747.jpg,Rococo,canaletto_alnwick-castle-1747.jpg,The contrast between light and shadows give it a realistic feeling.,awe
data\raw\wikiart\Impressionism\claude-monet_winter-at-giverny-1.jpg,Impressionism\claude-monet_winter-at-giverny-1.jpg,Impressionism,claude-monet_winter-at-giverny-1.jpg,The road seems rather bare and empty in my opinion.,sadness
data\raw\wikiart\Realism\giovanni-boldini_portrait-of-guiseppe-verdi-1813-1901.jpg,Realism\giovanni-boldini_portrait-of-guiseppe-verdi-1813-1901.jpg,Realism,giovanni-boldini_portrait-of-guiseppe-verdi-1813-1901.jpg,"The eyes look real, the detail and expression in the face is impressive.",awe
data\raw\wikiart\Romanticism\ivan-aivazovsky_sunset-at-sea-1899.jpg,Romanticism\ivan-aivazovsky_sunset-at-sea-1899.jpg,Romanticism,ivan-aivazovsky_sunset-at-sea-1899.jpg,The hazy sunshine and calm waters are very relaxing and the ships in the distance give a nice sense of scale.,contentment
data\raw\wikiart\Symbolism\konstantin-bogaevsky_altars-in-the-desert-1908.jpg,Symbolism\konstantin-bogaevsky_altars-in-the-desert-1908.jpg,Symbolism,konstantin-bogaevsky_altars-in-the-desert-1908.jpg,The colors in this painting are gloomy and it makes me feel sad.,sadness
data\raw\wikiart\Realism\ilya-repin_portrait-of-a-woman-olga-shoofs-1907.jpg,Realism\ilya-repin_portrait-of-a-woman-olga-shoofs-1907.jpg,Realism,ilya-repin_portrait-of-a-woman-olga-shoofs-1907.jpg,I liked the woman's smile. I also liked how her eyes were conveying a slight mischeviousness.,contentment
data\raw\wikiart\Impressionism\pierre-auguste-renoir_portrait-of-an-infant-1881.jpg,Impressionism\pierre-auguste-renoir_portrait-of-an-infant-1881.jpg,Impressionism,pierre-auguste-renoir_portrait-of-an-infant-1881.jpg,this child has a face that looks like a doll's face,awe
data\raw\wikiart\Impressionism\alfred-sisley_small-meadows-in-spring-1880.jpg,Impressionism\alfred-sisley_small-meadows-in-spring-1880.jpg,Impressionism,alfred-sisley_small-meadows-in-spring-1880.jpg,looks like a very peaceful day and setting.,contentment
data\raw\wikiart\Abstract_Expressionism\louis-schanker_untitled-abstract-composition-1968.jpg,Abstract_Expressionism\louis-schanker_untitled-abstract-composition-1968.jpg,Abstract_Expressionism,louis-schanker_untitled-abstract-composition-1968.jpg,Looking like explosion this abstract canvas has imposing colors and seems heavy and fierce.,something else
data\raw\wikiart\Impressionism\pierre-auguste-renoir_by-the-water-near-the-lake.jpg,Impressionism\pierre-auguste-renoir_by-the-water-near-the-lake.jpg,Impressionism,pierre-auguste-renoir_by-the-water-near-the-lake.jpg,The variety of coloration in this painting really makes you feel the excitement of the characters.,excitement
data\raw\wikiart\Naive_Art_Primitivism\martiros-saryan_big-eastern-still-life-1915.jpg,Naive_Art_Primitivism\martiros-saryan_big-eastern-still-life-1915.jpg,Naive_Art_Primitivism,martiros-saryan_big-eastern-still-life-1915.jpg,The faces amuse me. The picture looks like someone just threw a lot of items around.,amusement
data\raw\wikiart\Cubism\julio-gonzalez_monsieur-cactus-1939.jpg,Cubism\julio-gonzalez_monsieur-cactus-1939.jpg,Cubism,julio-gonzalez_monsieur-cactus-1939.jpg,"All the poky outy things, nails maybe, remind me of a medeval torture device.",fear
data\raw\wikiart\Romanticism\joseph-wright_self-portrait-1.jpg,Romanticism\joseph-wright_self-portrait-1.jpg,Romanticism,joseph-wright_self-portrait-1.jpg,"He seems like a very important and stately man, very much in need.",awe
data\raw\wikiart\Expressionism\oswaldo-guayasamin_flores-secas-1994.jpg,Expressionism\oswaldo-guayasamin_flores-secas-1994.jpg,Expressionism,oswaldo-guayasamin_flores-secas-1994.jpg,"The leaves should be a bright green, but instead they're a pale white, suggesting the flowers will soon die",sadness
data\raw\wikiart\Baroque\david-teniers-the-younger_arrival-of-christina-of-sweden-in-brussel.jpg,Baroque\david-teniers-the-younger_arrival-of-christina-of-sweden-in-brussel.jpg,Baroque,david-teniers-the-younger_arrival-of-christina-of-sweden-in-brussel.jpg,The rows of people lining up and marching make me think everyone is going into war,fear
data\raw\wikiart\Post_Impressionism\istvan-nagy_ricks.jpg,Post_Impressionism\istvan-nagy_ricks.jpg,Post_Impressionism,istvan-nagy_ricks.jpg,I love the bright green grass against the blue sky. It's pretty.,awe
data\raw\wikiart\Naive_Art_Primitivism\marc-chagall_king-david-1951.jpg,Naive_Art_Primitivism\marc-chagall_king-david-1951.jpg,Naive_Art_Primitivism,marc-chagall_king-david-1951.jpg,Looks like the king walked into a bar and all the drunks were caught off guard and had no idea what to do while drunk,amusement
data\raw\wikiart\Symbolism\konstantin-bogaevsky_romantic-landscape-crimean-landscape-1942.jpg,Symbolism\konstantin-bogaevsky_romantic-landscape-crimean-landscape-1942.jpg,Symbolism,konstantin-bogaevsky_romantic-landscape-crimean-landscape-1942.jpg,The serene and natural beauty is captured well with soft lighting and earthy colors.,contentment
data\raw\wikiart\Realism\charles-francois-daubigny_the-water-s-edge.jpg,Realism\charles-francois-daubigny_the-water-s-edge.jpg,Realism,charles-francois-daubigny_the-water-s-edge.jpg,We used to chase tadpoles around here when we were young.,contentment
data\raw\wikiart\Impressionism\mary-cassatt_the-banjo-lesson-1893.jpg,Impressionism\mary-cassatt_the-banjo-lesson-1893.jpg,Impressionism,mary-cassatt_the-banjo-lesson-1893.jpg,The mother is teaching her daughter to play the banjo,contentment
data\raw\wikiart\Romanticism\dante-gabriel-rossetti_image-of-a-sketch-and-poem-showing-subject-and-author-1869.jpg,Romanticism\dante-gabriel-rossetti_image-of-a-sketch-and-poem-showing-subject-and-author-1869.jpg,Romanticism,dante-gabriel-rossetti_image-of-a-sketch-and-poem-showing-subject-and-author-1869.jpg,The animals appears dead while a man is crying with somber colors,sadness
data\raw\wikiart\Northern_Renaissance\albrecht-durer_st-margaret.jpg,Northern_Renaissance\albrecht-durer_st-margaret.jpg,Northern_Renaissance,albrecht-durer_st-margaret.jpg,The woman looks regal with her crown and garments,awe
data\raw\wikiart\Rococo\thomas-gainsborough_coastal-scene-with-shipping-figures-and-cows.jpg,Rococo\thomas-gainsborough_coastal-scene-with-shipping-figures-and-cows.jpg,Rococo,thomas-gainsborough_coastal-scene-with-shipping-figures-and-cows.jpg,It is a nice view of the beach and the ocean with animals in it,awe
data\raw\wikiart\Impressionism\william-merritt-chase_shinnecock-landscape.jpg,Impressionism\william-merritt-chase_shinnecock-landscape.jpg,Impressionism,william-merritt-chase_shinnecock-landscape.jpg,I feel the red and yellow flowers are inviting.,contentment
data\raw\wikiart\Realism\vincent-van-gogh_head-of-a-fisherman-with-a-sou-wester-1883(1).jpg,Realism\vincent-van-gogh_head-of-a-fisherman-with-a-sou-wester-1883(1).jpg,Realism,vincent-van-gogh_head-of-a-fisherman-with-a-sou-wester-1883(1).jpg,"This person's mouth is heavily downturned, their eyes squint out of the portrait with eyebrows pinched, they stare intently as if they are about to give you a piece of their mind!",excitement
data\raw\wikiart\Romanticism\orest-kiprensky_portrait-of-the-abbot-skarpellini-1821.jpg,Romanticism\orest-kiprensky_portrait-of-the-abbot-skarpellini-1821.jpg,Romanticism,orest-kiprensky_portrait-of-the-abbot-skarpellini-1821.jpg,The artist forgot to finish the painting since the man's uniform has not been fully colored in,amusement
data\raw\wikiart\Pointillism\paul-signac_woman-at-her-toilette-wearing-a-purple-corset-1893.jpg,Pointillism\paul-signac_woman-at-her-toilette-wearing-a-purple-corset-1893.jpg,Pointillism,paul-signac_woman-at-her-toilette-wearing-a-purple-corset-1893.jpg,"For some reason, even though I know she is inside, the bright cheery colors in this image make me think that she is getting ready to go outside on a nice spring day.",contentment
data\raw\wikiart\Post_Impressionism\piet-mondrian_small-farm-on-nistelrode-1904.jpg,Post_Impressionism\piet-mondrian_small-farm-on-nistelrode-1904.jpg,Post_Impressionism,piet-mondrian_small-farm-on-nistelrode-1904.jpg,"The linear, simple color scheme in the painting disappoints me.",something else
data\raw\wikiart\Impressionism\john-singer-sargent_henrietta-reubell.jpg,Impressionism\john-singer-sargent_henrietta-reubell.jpg,Impressionism,john-singer-sargent_henrietta-reubell.jpg,The colors of gold make me think of a party.  The subject has a smile which makes me feel like she is in a good mood.,amusement
data\raw\wikiart\Rococo\francisco-bayeu-y-subias_the-holy-family-1776.jpg,Rococo\francisco-bayeu-y-subias_the-holy-family-1776.jpg,Rococo,francisco-bayeu-y-subias_the-holy-family-1776.jpg,"The baby is chubby and happy, and his mother is gazing at him with love.",contentment
data\raw\wikiart\Realism\ivan-shishkin_wind-fallen-trees-1888.jpg,Realism\ivan-shishkin_wind-fallen-trees-1888.jpg,Realism,ivan-shishkin_wind-fallen-trees-1888.jpg,The woods look so destroyed and so alone,sadness
data\raw\wikiart\Post_Impressionism\luigi-russolo_memories-of-a-night-1911.jpg,Post_Impressionism\luigi-russolo_memories-of-a-night-1911.jpg,Post_Impressionism,luigi-russolo_memories-of-a-night-1911.jpg,The color differentiation and the faces looks haunted.,fear
data\raw\wikiart\Realism\vasily-surikov_yermak-s-conquest-of-siberia-study-3.jpg,Realism\vasily-surikov_yermak-s-conquest-of-siberia-study-3.jpg,Realism,vasily-surikov_yermak-s-conquest-of-siberia-study-3.jpg,The women rowing on boats make for a relaxing sight for me.,contentment
data\raw\wikiart\Cubism\amadeo-de-souza-cardoso_brook-house-1913.jpg,Cubism\amadeo-de-souza-cardoso_brook-house-1913.jpg,Cubism,amadeo-de-souza-cardoso_brook-house-1913.jpg,the browns on the grass and tress is very ugly,disgust
data\raw\wikiart\Minimalism\john-mclaughlin_untitled-1963(2).jpg,Minimalism\john-mclaughlin_untitled-1963(2).jpg,Minimalism,john-mclaughlin_untitled-1963(2).jpg,It sort of looks like two windows looking out into the black,something else
data\raw\wikiart\Expressionism\frank-auerbach_figure-on-a-bed-1970.jpg,Expressionism\frank-auerbach_figure-on-a-bed-1970.jpg,Expressionism,frank-auerbach_figure-on-a-bed-1970.jpg,This one is very abstract. The colors work well together,amusement
data\raw\wikiart\Baroque\paul-bril_a-forest-pool-1600.jpg,Baroque\paul-bril_a-forest-pool-1600.jpg,Baroque,paul-bril_a-forest-pool-1600.jpg,This looks like an image out of an old adventure story book. It's soothing and inspires trust. Great work on the details of the trees.,contentment
data\raw\wikiart\Realism\ivan-shishkin_woods-behind-the-fence-1898.jpg,Realism\ivan-shishkin_woods-behind-the-fence-1898.jpg,Realism,ivan-shishkin_woods-behind-the-fence-1898.jpg,"I like the red tree, like it may be fall soon, I don't like the fence, it is unattractive",awe
data\raw\wikiart\Naive_Art_Primitivism\ivan-generalic_-1.jpg,Naive_Art_Primitivism\ivan-generalic_-1.jpg,Naive_Art_Primitivism,ivan-generalic_-1.jpg,The colors make for a bright day and the people are all content with various activities,contentment
data\raw\wikiart\Cubism\amedee-ozenfant_composition-ii-1929.jpg,Cubism\amedee-ozenfant_composition-ii-1929.jpg,Cubism,amedee-ozenfant_composition-ii-1929.jpg,The colors are very somber.,sadness
data\raw\wikiart\Romanticism\jan-matejko_stefan-batory.jpg,Romanticism\jan-matejko_stefan-batory.jpg,Romanticism,jan-matejko_stefan-batory.jpg,"The man has a stern facial expression and he is wearing a cape, like he'll fly to someone to hurt them.",fear
data\raw\wikiart\Post_Impressionism\ion-theodorescu-sion_dou-r-nci-1923.jpg,Post_Impressionism\ion-theodorescu-sion_dou-r-nci-1923.jpg,Post_Impressionism,ion-theodorescu-sion_dou-r-nci-1923.jpg,the village is desperately waiting on their water supply,something else
data\raw\wikiart\Expressionism\martiros-saryan_portrait-of-film-director-sergei-eisenstein-1940.jpg,Expressionism\martiros-saryan_portrait-of-film-director-sergei-eisenstein-1940.jpg,Expressionism,martiros-saryan_portrait-of-film-director-sergei-eisenstein-1940.jpg,The guy in the painting has a very serious expression,fear
data\raw\wikiart\Expressionism\paul-klee_flowers-in-stone-1939(1).jpg,Expressionism\paul-klee_flowers-in-stone-1939(1).jpg,Expressionism,paul-klee_flowers-in-stone-1939(1).jpg,I hate this. It looks like a kid's picture. It's confusing on top of primitive. It makes me feel angry that I hate it so much. Its weird and that bothers me.,anger
data\raw\wikiart\Romanticism\gustave-dore_the-ascent.jpg,Romanticism\gustave-dore_the-ascent.jpg,Romanticism,gustave-dore_the-ascent.jpg,I would love to follow these people and see what they do when they get to the top,awe
data\raw\wikiart\High_Renaissance\leonardo-da-vinci_birch-copse.jpg,High_Renaissance\leonardo-da-vinci_birch-copse.jpg,High_Renaissance,leonardo-da-vinci_birch-copse.jpg,The trees and lack of color make me feel peaceful and content,contentment
data\raw\wikiart\Impressionism\edgar-degas_woman-trying-on-a-hat.jpg,Impressionism\edgar-degas_woman-trying-on-a-hat.jpg,Impressionism,edgar-degas_woman-trying-on-a-hat.jpg,I feel fear looking at this because the woman seems to be also in distress.,fear
data\raw\wikiart\High_Renaissance\cima-da-conegliano_the-annunciation-1495.jpg,High_Renaissance\cima-da-conegliano_the-annunciation-1495.jpg,High_Renaissance,cima-da-conegliano_the-annunciation-1495.jpg,The angle appears to be bringing a message.,awe
data\raw\wikiart\Expressionism\salvador-dali_portrait-of-a-girl-in-a-landscape.jpg,Expressionism\salvador-dali_portrait-of-a-girl-in-a-landscape.jpg,Expressionism,salvador-dali_portrait-of-a-girl-in-a-landscape.jpg,This woman's far away eyes and pleasant mouth feels like she is in deep thought and content with what she is feeling.,contentment
data\raw\wikiart\Impressionism\edgar-degas_exit-from-weighing-1866.jpg,Impressionism\edgar-degas_exit-from-weighing-1866.jpg,Impressionism,edgar-degas_exit-from-weighing-1866.jpg,a man on a horse enters into the town by the alley,contentment
data\raw\wikiart\Impressionism\childe-hassam_broadway-and-42nd-street.jpg,Impressionism\childe-hassam_broadway-and-42nd-street.jpg,Impressionism,childe-hassam_broadway-and-42nd-street.jpg,The artist has great choice of blues yellows and blacks which makes me feel sentimental or melancholic about the scene of people walking the city streets in what seems to be a cold night.,sadness
data\raw\wikiart\Realism\georgios-jakobides_old-age.jpg,Realism\georgios-jakobides_old-age.jpg,Realism,georgios-jakobides_old-age.jpg,He realizes his life is not all that it could be,disgust
data\raw\wikiart\Post_Impressionism\vincent-van-gogh_entrance-to-the-public-garden-in-arles-1888(1).jpg,Post_Impressionism\vincent-van-gogh_entrance-to-the-public-garden-in-arles-1888(1).jpg,Post_Impressionism,vincent-van-gogh_entrance-to-the-public-garden-in-arles-1888(1).jpg,The ground is so yellow that it reminds me of the Yellow Brick Road in the Wizard of Oz,amusement
data\raw\wikiart\Impressionism\stefan-popescu_jardin-du-luxembourg.jpg,Impressionism\stefan-popescu_jardin-du-luxembourg.jpg,Impressionism,stefan-popescu_jardin-du-luxembourg.jpg,The neutral colors along with the scene of nature makes me feel sort of at peace,contentment
data\raw\wikiart\Mannerism_Late_Renaissance\titian_jupiter-and-anthiope-pardo-venus-1542.jpg,Mannerism_Late_Renaissance\titian_jupiter-and-anthiope-pardo-venus-1542.jpg,Mannerism_Late_Renaissance,titian_jupiter-and-anthiope-pardo-venus-1542.jpg,The realistic nature of this piece really brings about a sense of awe in me.,awe
data\raw\wikiart\Post_Impressionism\pyotr-konchalovsky_still-life-with-a-jug-1910.jpg,Post_Impressionism\pyotr-konchalovsky_still-life-with-a-jug-1910.jpg,Post_Impressionism,pyotr-konchalovsky_still-life-with-a-jug-1910.jpg,"beautiful colors, very ordinary scene peaceful and beautiful",contentment
data\raw\wikiart\Realism\nikolay-bogdanov-belsky_behind-the-light.jpg,Realism\nikolay-bogdanov-belsky_behind-the-light.jpg,Realism,nikolay-bogdanov-belsky_behind-the-light.jpg,The children seem to be very young to be riding alone and the child in the foreground appears scared.,fear
data\raw\wikiart\Rococo\canaletto_piazza-san-marco-looking-east.jpg,Rococo\canaletto_piazza-san-marco-looking-east.jpg,Rococo,canaletto_piazza-san-marco-looking-east.jpg,"This painting reminds me of foreign travel, which excites me",excitement
data\raw\wikiart\Baroque\rembrandt_the-molentje.jpg,Baroque\rembrandt_the-molentje.jpg,Baroque,rembrandt_the-molentje.jpg,No signs of active life.   Brown and beige coloring make the scene gloomy.,sadness
data\raw\wikiart\Ukiyo_e\utagawa-kuniyoshi_woman-doing-her-laundry-in-the-river.jpg,Ukiyo_e\utagawa-kuniyoshi_woman-doing-her-laundry-in-the-river.jpg,Ukiyo_e,utagawa-kuniyoshi_woman-doing-her-laundry-in-the-river.jpg,The style of art and the tiny details in this painting make me in awe of its beauty.,awe
data\raw\wikiart\Impressionism\konstantin-korovin_in-the-south-of-france-1908.jpg,Impressionism\konstantin-korovin_in-the-south-of-france-1908.jpg,Impressionism,konstantin-korovin_in-the-south-of-france-1908.jpg,The mountainside is quite lovely as it descends into the location of the house on the side. The house seems like quite a beautiful place to live.,contentment
data\raw\wikiart\Cubism\bela-kadar_dissolving-houses-1920.jpg,Cubism\bela-kadar_dissolving-houses-1920.jpg,Cubism,bela-kadar_dissolving-houses-1920.jpg,A well organised country,contentment
data\raw\wikiart\Cubism\kazimir-malevich_reaper.jpg,Cubism\kazimir-malevich_reaper.jpg,Cubism,kazimir-malevich_reaper.jpg,Gardening is very theraputic and creates beautiful flowers.,contentment
data\raw\wikiart\Expressionism\amedeo-modigliani_rose-caryatid-audace-1914.jpg,Expressionism\amedeo-modigliani_rose-caryatid-audace-1914.jpg,Expressionism,amedeo-modigliani_rose-caryatid-audace-1914.jpg,I can see the awesome strength of the person in the painting.,awe
data\raw\wikiart\Expressionism\pablo-picasso_the-roofs-of-barcelona-1903.jpg,Expressionism\pablo-picasso_the-roofs-of-barcelona-1903.jpg,Expressionism,pablo-picasso_the-roofs-of-barcelona-1903.jpg,The odd shade of blue and unusual lines make this look like a scary place.,fear
data\raw\wikiart\Realism\james-tissot_a-dandy-1873.jpg,Realism\james-tissot_a-dandy-1873.jpg,Realism,james-tissot_a-dandy-1873.jpg,The colors makes it nostalgic and classy! An beautiful atmospheric imagine.,awe
data\raw\wikiart\Post_Impressionism\paul-cezanne_blue-landscape.jpg,Post_Impressionism\paul-cezanne_blue-landscape.jpg,Post_Impressionism,paul-cezanne_blue-landscape.jpg,The lilac landscaping colors contrast well against the lush green landscaping,contentment
data\raw\wikiart\Romanticism\henry-raeburn_portrait-of-the-reverend-robert-walker-skating.jpg,Romanticism\henry-raeburn_portrait-of-the-reverend-robert-walker-skating.jpg,Romanticism,henry-raeburn_portrait-of-the-reverend-robert-walker-skating.jpg,The man looks very graceful and skilled at skating.,awe
data\raw\wikiart\Naive_Art_Primitivism\marc-chagall_adam-and-eve-with-the-forbidden-fruit-1960.jpg,Naive_Art_Primitivism\marc-chagall_adam-and-eve-with-the-forbidden-fruit-1960.jpg,Naive_Art_Primitivism,marc-chagall_adam-and-eve-with-the-forbidden-fruit-1960.jpg,The naked female bodies really bring out feelings of arousal.,excitement
data\raw\wikiart\Expressionism\ion-tuculescu_totem-on-the-field.jpg,Expressionism\ion-tuculescu_totem-on-the-field.jpg,Expressionism,ion-tuculescu_totem-on-the-field.jpg,The red sculpture is beautiful amid the foliage.,contentment
data\raw\wikiart\Realism\thomas-eakins_sketch-for-mr-neelus-peeler0s-conditions-1879.jpg,Realism\thomas-eakins_sketch-for-mr-neelus-peeler0s-conditions-1879.jpg,Realism,thomas-eakins_sketch-for-mr-neelus-peeler0s-conditions-1879.jpg,the lines remind me of an array of lazres protecting a museum piece,amusement
data\raw\wikiart\Realism\john-singer-sargent_a-spanish-woman.jpg,Realism\john-singer-sargent_a-spanish-woman.jpg,Realism,john-singer-sargent_a-spanish-woman.jpg,The shadow on the face really sell this painting for me.,awe
data\raw\wikiart\Fauvism\endre-bartos_autumn-forest-1978.jpg,Fauvism\endre-bartos_autumn-forest-1978.jpg,Fauvism,endre-bartos_autumn-forest-1978.jpg,I'm very impressed by the technique and talent that was used to make the water look like it contains reflections of the trees.,awe
data\raw\wikiart\Naive_Art_Primitivism\henri-rousseau_boy-on-the-rocks-1895.jpg,Naive_Art_Primitivism\henri-rousseau_boy-on-the-rocks-1895.jpg,Naive_Art_Primitivism,henri-rousseau_boy-on-the-rocks-1895.jpg,"The head looks like it belongs to an adult, but the body looks like it belongs to a fat child.",fear
data\raw\wikiart\Naive_Art_Primitivism\boris-kustodiev_easter-procession-1915.jpg,Naive_Art_Primitivism\boris-kustodiev_easter-procession-1915.jpg,Naive_Art_Primitivism,boris-kustodiev_easter-procession-1915.jpg,The parade like subject and colors of this picture make me feel joyful.,amusement
data\raw\wikiart\Post_Impressionism\kuzma-petrov-vodkin_khvalynsk.jpg,Post_Impressionism\kuzma-petrov-vodkin_khvalynsk.jpg,Post_Impressionism,kuzma-petrov-vodkin_khvalynsk.jpg,there is a dark fogginess that has surrounded this land,fear
data\raw\wikiart\Impressionism\karoly-ferenczy_sleeping-woman-1912.jpg,Impressionism\karoly-ferenczy_sleeping-woman-1912.jpg,Impressionism,karoly-ferenczy_sleeping-woman-1912.jpg,The pose the young woman is in is very suggestive and sensual.,disgust
data\raw\wikiart\Expressionism\amedeo-modigliani_seated-jeanne-hebuterne-1918.jpg,Expressionism\amedeo-modigliani_seated-jeanne-hebuterne-1918.jpg,Expressionism,amedeo-modigliani_seated-jeanne-hebuterne-1918.jpg,her face expression seems like she is sad,sadness
data\raw\wikiart\Expressionism\salvador-dali_topological-study-for-exploded-head.jpg,Expressionism\salvador-dali_topological-study-for-exploded-head.jpg,Expressionism,salvador-dali_topological-study-for-exploded-head.jpg,The silver broken face is a contrast to the dark gold background.,awe
data\raw\wikiart\Rococo\joshua-reynolds_john-murray-4th-earl-of-dunmore.jpg,Rococo\joshua-reynolds_john-murray-4th-earl-of-dunmore.jpg,Rococo,joshua-reynolds_john-murray-4th-earl-of-dunmore.jpg,The dark background makes the actual subject of this quite striking to look at,contentment
data\raw\wikiart\Naive_Art_Primitivism\marc-chagall_the-bouquet-of-queen-1984.jpg,Naive_Art_Primitivism\marc-chagall_the-bouquet-of-queen-1984.jpg,Naive_Art_Primitivism,marc-chagall_the-bouquet-of-queen-1984.jpg,"It looks like some asked a young child to paint ""Naked Lunch"".",amusement
data\raw\wikiart\Naive_Art_Primitivism\grã©goire-michonze_le-mur-rose-1961.jpg,Naive_Art_Primitivism\grã©goire-michonze_le-mur-rose-1961.jpg,Naive_Art_Primitivism,grã©goire-michonze_le-mur-rose-1961.jpg,everyone looks chilled out and just in contentment in their free time,contentment
data\raw\wikiart\Realism\gustave-courbet_woman-with-white-stockings-1861.jpg,Realism\gustave-courbet_woman-with-white-stockings-1861.jpg,Realism,gustave-courbet_woman-with-white-stockings-1861.jpg,The women in the art piece seems whimsical like she is just dressing after a quick swim.,amusement
data\raw\wikiart\Impressionism\konstantin-korovin_the-port-in-marseilles.jpg,Impressionism\konstantin-korovin_the-port-in-marseilles.jpg,Impressionism,konstantin-korovin_the-port-in-marseilles.jpg,"The image is filled with doom and gloom, a sense of fear.",fear
data\raw\wikiart\Art_Nouveau_Modern\raphael-kirchner_unknown-17.jpg,Art_Nouveau_Modern\raphael-kirchner_unknown-17.jpg,Art_Nouveau_Modern,raphael-kirchner_unknown-17.jpg,The woman looks like she is confident in her own skin.,disgust
data\raw\wikiart\Rococo\joshua-reynolds_mrs-abington-1771.jpg,Rococo\joshua-reynolds_mrs-abington-1771.jpg,Rococo,joshua-reynolds_mrs-abington-1771.jpg,"She's sitting for a portrait with her pooch, but you can tell she's an entitled tyrant. She's probably a slave owner.",anger
data\raw\wikiart\Symbolism\konstantin-bogaevsky_autumn-evening.jpg,Symbolism\konstantin-bogaevsky_autumn-evening.jpg,Symbolism,konstantin-bogaevsky_autumn-evening.jpg,the color scheme of the landscape makes for an erie vibe,fear
data\raw\wikiart\Baroque\artemisia-gentileschi_danae-1612.jpg,Baroque\artemisia-gentileschi_danae-1612.jpg,Baroque,artemisia-gentileschi_danae-1612.jpg,I do not care for nude or nudity in  paintings – I suppose this is a ‘commission portrait’.  Hopefully the artist is the husband/lover.,something else
data\raw\wikiart\Expressionism\salvador-dali_locusta-et-bruchus-1967.jpg,Expressionism\salvador-dali_locusta-et-bruchus-1967.jpg,Expressionism,salvador-dali_locusta-et-bruchus-1967.jpg,The delicate nature of the insect has been captured well in this representation.,contentment
data\raw\wikiart\Mannerism_Late_Renaissance\jacopo-pontormo_portrait-of-a-lady-in-red-dress.jpg,Mannerism_Late_Renaissance\jacopo-pontormo_portrait-of-a-lady-in-red-dress.jpg,Mannerism_Late_Renaissance,jacopo-pontormo_portrait-of-a-lady-in-red-dress.jpg,"the whole painting feels like a power piece. the color of red makes her powerful. this is contrasted by her dog, which is small in size",fear
data\raw\wikiart\Abstract_Expressionism\gerhard-richter_wallace-bournes.jpg,Abstract_Expressionism\gerhard-richter_wallace-bournes.jpg,Abstract_Expressionism,gerhard-richter_wallace-bournes.jpg,Something about this reminds me of a video game I played recently.,amusement
data\raw\wikiart\Abstract_Expressionism\paul-jenkins_untitled-2.jpg,Abstract_Expressionism\paul-jenkins_untitled-2.jpg,Abstract_Expressionism,paul-jenkins_untitled-2.jpg,The contrast here is very nice and very striking,excitement
data\raw\wikiart\Expressionism\chronis-botsoglou_p-5533.jpg,Expressionism\chronis-botsoglou_p-5533.jpg,Expressionism,chronis-botsoglou_p-5533.jpg,The similarities between painter and subject are amusing,amusement
data\raw\wikiart\Post_Impressionism\paul-cezanne_still-life-with-watermelon-and-pemegranates.jpg,Post_Impressionism\paul-cezanne_still-life-with-watermelon-and-pemegranates.jpg,Post_Impressionism,paul-cezanne_still-life-with-watermelon-and-pemegranates.jpg,This is an attractive array of exotic fruits which are posing as if their life depended on it.,contentment
data\raw\wikiart\Impressionism\georges-seurat_alley-in-the-forest-barbizon-1883.jpg,Impressionism\georges-seurat_alley-in-the-forest-barbizon-1883.jpg,Impressionism,georges-seurat_alley-in-the-forest-barbizon-1883.jpg,"This is a calming pastoral scene of a forest and shade-lined path, feels contented in walking through.",contentment
data\raw\wikiart\Impressionism\alfred-sisley_saint-cloud-1877.jpg,Impressionism\alfred-sisley_saint-cloud-1877.jpg,Impressionism,alfred-sisley_saint-cloud-1877.jpg,the slight reflections in the water,contentment
data\raw\wikiart\Symbolism\mikalojus-ciurlionis_deluge-v-1904.jpg,Symbolism\mikalojus-ciurlionis_deluge-v-1904.jpg,Symbolism,mikalojus-ciurlionis_deluge-v-1904.jpg,The clouds over the mountains has a calming effect.  They look peaceful and comforting.,contentment
data\raw\wikiart\Impressionism\berthe-morisot_young-girl-with-a-bird.jpg,Impressionism\berthe-morisot_young-girl-with-a-bird.jpg,Impressionism,berthe-morisot_young-girl-with-a-bird.jpg,This reminds me of myself when i was yoiunger connecting with nature and animals,contentment
data\raw\wikiart\Expressionism\lovis-corinth_red-christ-1922.jpg,Expressionism\lovis-corinth_red-christ-1922.jpg,Expressionism,lovis-corinth_red-christ-1922.jpg,it looks so gore and it was nice and beautiful,excitement
data\raw\wikiart\Mannerism_Late_Renaissance\el-greco_study-of-a-man.jpg,Mannerism_Late_Renaissance\el-greco_study-of-a-man.jpg,Mannerism_Late_Renaissance,el-greco_study-of-a-man.jpg,The colors and image inspire me,awe
